Orthogroup	Species Tree Node	Gene Tree Node	Support	Type	Genes 1	Genes 2
OG0000417	N8	n9	1.0	Non-Terminal	C_glabrata_QNG16243.1 uncharacterized protein GWK60_L06699 [Nakaseomyces glabratus], C_nivariensis_g001086.m1	C_glabrata_QNG14857.1 uncharacterized protein GWK60_I05929 [Nakaseomyces glabratus], C_nivariensis_g004155.m1
OG0000417	S_cerevisiae	n12	1.0	Terminal	S_cerevisiae_YGR131W FHN1 SGDID_S000003363_ Chr VII from 754726-755250_ Genome Release 64-5-1_ Verified ORF_ "Protein of unknown function; induced by ketoconazole; promoter region contains sterol regulatory element motif_ which has been identified as a Upc2p-binding site; overexpression complements function of Nce102p in NCE102 deletion strain; FHN1 has a paralog_ NCE102_ that arose from the whole genome duplication"	S_cerevisiae_YPR149W NCE102 SGDID_S000006353_ Chr XVI from 829918-830439_ Genome Release 64-5-1_ Verified ORF_ "Protein involved in regulation of pheromone response and mating; contains transmembrane domains; involved in secretion of proteins that lack classical secretory signal sequences; component of the detergent-insoluble glycolipid-enriched complexes _DIGs_; NCE102 has a paralog_ FHN1_ that arose from the whole genome duplication"
OG0000418	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_065950349.2 uncharacterized protein YALI1_D32663g [Yarrowia lipolytica]	Y_lipolytica_XP_504542.1 uncharacterized protein YALI1_E34525g [Yarrowia lipolytica]
OG0000418	N5	n7	0.75	Non-Terminal	N_bacillisporus_jgi|Nakbac1|1364|BN123_NABA0s23e01276g.tr, C_glabrata_QNG13238.1 uncharacterized protein GWK60_E04345 [Nakaseomyces glabratus], C_nivariensis_g004075.m1	N_bacillisporus_jgi|Nakbac1|3450|BN123_NABA0s32e01595g.tr, S_cerevisiae_YBR080C SEC18 SGDID_S000000284_ Chr II from 400890-398614_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "AAA ATPase and SNARE disassembly chaperone; required for vesicular transport between ER and Golgi_ the 'priming' step in homotypic vacuole fusion_ autophagy_ and protein secretion; releases Sec17p from SNAP complexes; has similarity to mammalian N-ethylmaleimide-sensitive factor _NSF_", C_glabrata_QNG16781.1 uncharacterized protein GWK60_M01683 [Nakaseomyces glabratus], C_nivariensis_g005351.m1
OG0000419	N0	n1	0.3	Non-Terminal	Y_lipolytica_XP_502912.1 uncharacterized protein YALI1_D20719g [Yarrowia lipolytica], C_albicans_orf19.2211 orf19.2211 CGDID_CAL0006181 COORDS_Ca21chr2_C_albicans_SC5314_1571396-1572238W_ translated using codon table 12 _280 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9682797.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028889929.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.2503 orf19.2503 CGDID_CAL0002356 COORDS_Ca21chr3_C_albicans_SC5314_202605-201349C_ translated using codon table 12 _418 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9682651.1 unnamed protein product [Candida parapsilosis], Y_lipolytica_XP_504505.3 uncharacterized protein YALI1_E33540g [Yarrowia lipolytica], Y_lipolytica_XP_068139258.1 uncharacterized protein YALI1_E35639g [Yarrowia lipolytica]
OG0000419	Y_lipolytica	n7	1.0	Terminal	Y_lipolytica_XP_504505.3 uncharacterized protein YALI1_E33540g [Yarrowia lipolytica]	Y_lipolytica_XP_068139258.1 uncharacterized protein YALI1_E35639g [Yarrowia lipolytica]
OG0000420	N2	n7	1.0	Non-Terminal	C_auris_XP_028888557.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.510 orf19.510 CGDID_CAL0000076 COORDS_Ca21chrR_C_albicans_SC5314_945401-943908C_ translated using codon table 12 _497 amino acids_ Uncharacterized ORF; Protein of unknown function; Spider biofilm induced, C_parapsilosis_CAK9681217.1 unnamed protein product [Candida parapsilosis]	C_auris_XP_028890482.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.5204 orf19.5204 CGDID_CAL0003484 COORDS_Ca21chr2_C_albicans_SC5314_1189319-1190956W_ translated using codon table 12 _545 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9681963.1 unnamed protein product [Candida parapsilosis], C_parapsilosis_CAK9681962.1 unnamed protein product [Candida parapsilosis]
OG0000420	C_parapsilosis	n12	1.0	Terminal	C_parapsilosis_CAK9681963.1 unnamed protein product [Candida parapsilosis]	C_parapsilosis_CAK9681962.1 unnamed protein product [Candida parapsilosis]
OG0000421	S_cerevisiae	n7	1.0	Terminal	S_cerevisiae_YBR005W RCR1 SGDID_S000000209_ Chr II from 245906-246547_ Genome Release 64-5-1_ Verified ORF_ "Plasma membrane _PM_ ubiquitin ligase-substrate adaptor; involved in cell wall chitin deposition; ubiquitinates and down-regulates chitin synthase Chs3p abundance at PM via calcineurin/Crz1 signaling pathway which regulates RCR1 expression; delivered to PM by exomer complex using novel PM sorting motif; RCR1 has a paralog_ RCR2_ that arose from the whole genome duplication"	S_cerevisiae_YDR003W RCR2 SGDID_S000002410_ Chr IV from 454122-454754_ Genome Release 64-5-1_ Verified ORF_ "Vacuolar ubiquitin ligase-substrate adaptor; delivered to vacuole using ubiquitin as a sorting signal; presumably functions within the endosomal-vacuolar trafficking pathway_ affecting events that determine whether plasma membrane proteins are degraded or routed to the plasma membrane; RCR2 has a paralog_ RCR1_ that arose from the whole genome duplication"
OG0000421	N6	n9	1.0	Non-Terminal	K_lactis_XP_454737.1 uncharacterized protein KLLA0_E17469g [Kluyveromyces lactis], L_kluyveri_g003006.m1, L_kluyveri_g003009.m1	K_lactis_XP_454736.1 uncharacterized protein KLLA0_E17447g [Kluyveromyces lactis], L_kluyveri_g003004.m1
OG0000421	L_kluyveri	n11	1.0	Terminal	L_kluyveri_g003006.m1	L_kluyveri_g003009.m1
OG0000422	N3	n4	0.5	Non-Terminal	C_glabrata_QNG14641.1 uncharacterized protein GWK60_I00825 [Nakaseomyces glabratus], C_nivariensis_g001858.m1, K_lactis_XP_453601.1 uncharacterized protein KLLA0_D12100g [Kluyveromyces lactis], L_kluyveri_g004185.m1, S_cerevisiae_YDR247W VHS1 SGDID_S000002655_ Chr IV from 956013-957398_ Genome Release 64-5-1_ Verified ORF_ "Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant_ suggesting a role in G1/S phase progression; VHS1 has a paralog_ SKS1_ that arose from the whole genome duplication", S_cerevisiae_YPL026C SKS1 SGDID_S000005947_ Chr XVI from 502183-500675_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog_ VHS1_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|2764|BN123_NABA0s29e04004g.tr	C_glabrata_QNG15878.1 uncharacterized protein GWK60_K11055 [Nakaseomyces glabratus], C_nivariensis_g003908.m1, N_bacillisporus_jgi|Nakbac1|4059|BN123_NABA0s37e01551g.tr
OG0000422	S_cerevisiae	n10	1.0	Terminal	S_cerevisiae_YDR247W VHS1 SGDID_S000002655_ Chr IV from 956013-957398_ Genome Release 64-5-1_ Verified ORF_ "Cytoplasmic serine/threonine protein kinase; identified as a high-copy suppressor of the synthetic lethality of a sis2 sit4 double mutant_ suggesting a role in G1/S phase progression; VHS1 has a paralog_ SKS1_ that arose from the whole genome duplication"	S_cerevisiae_YPL026C SKS1 SGDID_S000005947_ Chr XVI from 502183-500675_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Putative serine/threonine protein kinase; involved in the adaptation to low concentrations of glucose independent of the SNF3 regulated pathway; SKS1 has a paralog_ VHS1_ that arose from the whole genome duplication"
OG0000423	N0	n0	0.4	Non-Terminal	Y_lipolytica_XP_505401.3 uncharacterized protein YALI1_F19047g [Yarrowia lipolytica], N_bacillisporus_jgi|Nakbac1|3788|BN123_NABA0s34e02849g.tr, L_kluyveri_g001266.m1, S_cerevisiae_YBL063W KIP1 SGDID_S000000159_ Chr II from 101886-105221_ Genome Release 64-5-1_ Verified ORF_ "Kinesin-related motor protein; tracks plus-ends and stabilizes microtubules; required for mitotic spindle assembly_ chromosome segregation_ and 2 micron plasmid partitioning; functionally redundant with Cin8p for chromosomal but not plasmid functions"	Y_lipolytica_XP_504914.3 uncharacterized protein YALI1_F03948g [Yarrowia lipolytica], C_auris_XP_028891249.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.712 KIP1 CGDID_CAL0001739 COORDS_Ca21chrR_C_albicans_SC5314_1393368-1396103W_ translated using codon table 12 _911 amino acids_ Verified ORF; Non-essential kinesin from the bipolar _Kinesis-5_ family; involved in formation of the mitotic spindle, C_parapsilosis_CAK9681306.1 unnamed protein product [Candida parapsilosis], C_glabrata_QNG12465.1 uncharacterized protein GWK60_B03487 [Nakaseomyces glabratus], C_nivariensis_g001206.m1, S_cerevisiae_YEL061C CIN8 SGDID_S000000787_ Chr V from 39537-36535_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Bipolar kinesin motor protein; switches from minus- to plus-end-directed motility in vitro depending on conditions; involved in mitotic spindle assembly and chromosome segregation", N_bacillisporus_jgi|Nakbac1|1570|BN123_NABA0s25e00825g.tr, K_lactis_XP_453117.1 kinesin motor protein CIN8 [Kluyveromyces lactis], L_kluyveri_g004539.m1
OG0000424	N5	n6	0.5	Non-Terminal	N_bacillisporus_jgi|Nakbac1|2696|BN123_NABA0s29e03146g.tr, S_cerevisiae_YLR131C ACE2 SGDID_S000004121_ Chr XII from 406822-404510_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Transcription factor required for septum destruction after cytokinesis; part of the RAM network that regulates polarity and morphogenesis; NES phosphorylation by RAM network kinase Cbk1p blocks nuclear exit in mother cells during the M/G1 transition_ causing asymmetric localization to daughter cell nuclei_ and increased Ace2p activity; phosphorylation by Cdc28p and Pho85p prevents nuclear import during cell cycle phases other than cytokinesis; Spt16p is required for nuclear exclusion during G1"	C_glabrata_QNG16895.1 ACE2 [Nakaseomyces glabratus], C_nivariensis_g002028.m1, S_cerevisiae_YDR146C SWI5 SGDID_S000002553_ Chr IV from 750742-748613_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog_ ACE2_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|2576|BN123_NABA0s29e01694g.tr, C_glabrata_QNG13097.1 SWI5 [Nakaseomyces glabratus], C_nivariensis_g000511.m1
OG0000424	N5	n8	0.5	Non-Terminal	C_glabrata_QNG16895.1 ACE2 [Nakaseomyces glabratus], C_nivariensis_g002028.m1	S_cerevisiae_YDR146C SWI5 SGDID_S000002553_ Chr IV from 750742-748613_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Transcription factor that recruits Mediator and Swi/Snf complexes; activates transcription of genes expressed at the M/G1 phase boundary and in G1 phase; required for expression of the HO gene controlling mating type switching; localization to nucleus occurs during G1 and appears to be regulated by phosphorylation by Cdc28p kinase; SWI5 has a paralog_ ACE2_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|2576|BN123_NABA0s29e01694g.tr, C_glabrata_QNG13097.1 SWI5 [Nakaseomyces glabratus], C_nivariensis_g000511.m1
OG0000425	S_cerevisiae	n7	1.0	Terminal	S_cerevisiae_YBL056W PTC3 SGDID_S000000152_ Chr II from 113762-115168_ Genome Release 64-5-1_ Verified ORF_ "Type 2C protein phosphatase _PP2C_; dephosphorylates Hog1p _see also Ptc2p_ to limit maximal kinase activity induced by osmotic stress; dephosphorylates T169 phosphorylated Cdc28p _see also Ptc2p_; role in DNA damage checkpoint inactivation; PTC3 has a paralog_ PTC2_ that arose from the whole genome duplication"	S_cerevisiae_YER089C PTC2 SGDID_S000000891_ Chr V from 337340-335946_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Type 2C protein phosphatase _PP2C_; dephosphorylates Hog1p to limit maximal osmostress induced kinase activity; dephosphorylates Ire1p to downregulate the unfolded protein response; dephosphorylates Cdc28p; inactivates the DNA damage checkpoint; PTC2 has a paralog_ PTC3_ that arose from the whole genome duplication"
OG0000425	N7	n8	0.3333333333333333	Non-Terminal	N_bacillisporus_jgi|Nakbac1|3795|BN123_NABA0s34e02926g.tr	C_glabrata_QNG12288.1 uncharacterized protein GWK60_A04191 [Nakaseomyces glabratus], C_nivariensis_g002394.m1, N_bacillisporus_jgi|Nakbac1|707|BN123_NABA0s15e04488g.tr, C_glabrata_QNG16162.1 uncharacterized protein GWK60_L04785 [Nakaseomyces glabratus], C_nivariensis_g003127.m1
OG0000425	N7	n9	0.6666666666666666	Non-Terminal	C_glabrata_QNG12288.1 uncharacterized protein GWK60_A04191 [Nakaseomyces glabratus], C_nivariensis_g002394.m1	N_bacillisporus_jgi|Nakbac1|707|BN123_NABA0s15e04488g.tr, C_glabrata_QNG16162.1 uncharacterized protein GWK60_L04785 [Nakaseomyces glabratus], C_nivariensis_g003127.m1
OG0000426	N5	n6	1.0	Non-Terminal	S_cerevisiae_YML100W TSL1 SGDID_S000004566_ Chr XIII from 70624-73920_ Genome Release 64-5-1_ Verified ORF_ "Large subunit of trehalose 6-phosphate synthase/phosphatase complex; Tps1p-Tps2p complex converts uridine-5'-diphosphoglucose and glucose 6-phosphate to trehalose; contributes to survival to acute lethal heat stress; mutant has aneuploidy tolerance; protein abundance increases in response to DNA replication stress; TSL1 has a paralog_ TPS3_ that arose from the whole genome duplication", C_glabrata_QNG14234.1 uncharacterized protein GWK60_H02167 [Nakaseomyces glabratus], C_nivariensis_g000563.m1, N_bacillisporus_jgi|Nakbac1|1628|BN123_NABA0s25e01518g.tr	S_cerevisiae_YMR261C TPS3 SGDID_S000004874_ Chr XIII from 793369-790205_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Regulatory subunit of trehalose-6-phosphate synthase/phosphatase; involved in synthesis of storage carbohydrate trehalose; expression is induced by stress conditions and repressed by the Ras-cAMP pathway; TPS3 has a paralog_ TSL1_ that arose from the whole genome duplication", C_glabrata_QNG15150.1 uncharacterized protein GWK60_J06303 [Nakaseomyces glabratus], C_nivariensis_g001232.m1, N_bacillisporus_jgi|Nakbac1|2943|BN123_NABA0s29e06050g.tr
OG0000427	N5	n6	1.0	Non-Terminal	S_cerevisiae_YHR123W EPT1 SGDID_S000001165_ Chr VIII from 354815-354864_354956-356081_ Genome Release 64-5-1_ Verified ORF_ "sn-1_2-diacylglycerol ethanolamine- and cholinephosphotranferase; not essential for viability; EPT1 has a paralog_ CPT1_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|3026|BN123_NABA0s03e00748g.tr, C_glabrata_QNG16692.1 uncharacterized protein GWK60_L16995 [Nakaseomyces glabratus], C_nivariensis_g001828.m1	S_cerevisiae_YNL130C CPT1 SGDID_S000005074_ Chr XIV from 380689-379558_380831-380782_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Cholinephosphotransferase; required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription; CPT1 has a paralog_ EPT1_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|244|BN123_NABA0s10e01408g.tr, C_glabrata_QNG15806.1 uncharacterized protein GWK60_K09361 [Nakaseomyces glabratus], C_nivariensis_g000096.m1
OG0000428	N3	n4	0.6666666666666666	Non-Terminal	N_bacillisporus_jgi|Nakbac1|1467|BN123_NABA0s23e02541g.tr, C_glabrata_QNG13185.1 uncharacterized protein GWK60_E03157 [Nakaseomyces glabratus], C_nivariensis_g000424.m1, K_lactis_XP_452970.1 uncharacterized protein KLLA0_C17226g [Kluyveromyces lactis], S_cerevisiae_YLR307W CDA1 SGDID_S000004298_ Chr XII from 745620-746525_ Genome Release 64-5-1_ Verified ORF_ "Chitin deacetylase; together with Cda2p involved in the biosynthesis ascospore wall component_ chitosan; required for proper rigidity of the ascospore wall", L_kluyveri_g004711.m1	N_bacillisporus_jgi|Nakbac1|2167|BN123_NABA0s26e01353g.tr, S_cerevisiae_YLR308W CDA2 SGDID_S000004299_ Chr XII from 747937-748875_ Genome Release 64-5-1_ Verified ORF_ "Chitin deacetylase; together with Cda1p involved in the biosynthesis ascospore wall component_ chitosan; required for proper rigidity of the ascospore wall", C_glabrata_QNG13039.1 uncharacterized protein GWK60_D06677 [Nakaseomyces glabratus], C_nivariensis_g001718.m1
OG0000429	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_501135.2 uncharacterized protein YALI1_B26728g [Yarrowia lipolytica]	Y_lipolytica_XP_500425.3 uncharacterized protein YALI1_B03807g [Yarrowia lipolytica]
OG0000429	S_cerevisiae	n10	1.0	Terminal	S_cerevisiae_YMR251W GTO3 SGDID_S000004863_ Chr XIII from 772915-774015_ Genome Release 64-5-1_ Verified ORF_ "Omega class glutathione transferase; putative cytosolic localization", S_cerevisiae_YKR076W ECM4 SGDID_S000001784_ Chr XI from 582283-583395_ Genome Release 64-5-1_ Verified ORF_ "S-glutathionyl-_chloro_hydroquinone reductase _GS-HQR_; glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione _GSH_-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents_ such as methyl methanesulfonate_ cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein _GFP_-fusion protein localizes to cytoplasm"	S_cerevisiae_YGR154C GTO1 SGDID_S000003386_ Chr VII from 797868-796798_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Omega-class glutathione transferase; induced under oxidative stress; putative peroxisomal localization"
OG0000429	S_cerevisiae	n11	1.0	Terminal	S_cerevisiae_YMR251W GTO3 SGDID_S000004863_ Chr XIII from 772915-774015_ Genome Release 64-5-1_ Verified ORF_ "Omega class glutathione transferase; putative cytosolic localization"	S_cerevisiae_YKR076W ECM4 SGDID_S000001784_ Chr XI from 582283-583395_ Genome Release 64-5-1_ Verified ORF_ "S-glutathionyl-_chloro_hydroquinone reductase _GS-HQR_; glutathione transferase involved in cell-surface biosynthesis and architecture; catalyzes glutathione _GSH_-dependent reduction of GS-trichloro-p-hydroquinone to trichloro-p-hydroquinone; expression upregulated upon exposure to genotoxic agents_ such as methyl methanesulfonate_ cisplatin and bleomycin; not an essential gene; similar to YGR154C; green fluorescent protein _GFP_-fusion protein localizes to cytoplasm"
OG0000429	C_auris	n12	1.0	Terminal	C_auris_XP_028890508.1 hypothetical_protein [Candidozyma auris]	C_auris_XP_028892138.1 hypothetical_protein [Candidozyma auris]
OG0000430	N5	n6	0.25	Non-Terminal	N_bacillisporus_jgi|Nakbac1|709|BN123_NABA0s15e04510g.tr	S_cerevisiae_YBL054W TOD6 SGDID_S000000150_ Chr II from 117589-119166_ Genome Release 64-5-1_ Verified ORF_ "PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization", C_glabrata_QNG16163.1 uncharacterized protein GWK60_L04807 [Nakaseomyces glabratus], C_nivariensis_g003128.m1, S_cerevisiae_YER088C DOT6 SGDID_S000000890_ Chr V from 335188-333176_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress", C_glabrata_QNG12286.1 uncharacterized protein GWK60_A04147 [Nakaseomyces glabratus], C_nivariensis_g002396.m1, N_bacillisporus_jgi|Nakbac1|3797|BN123_NABA0s34e02959g.tr
OG0000430	N5	n8	0.75	Non-Terminal	S_cerevisiae_YBL054W TOD6 SGDID_S000000150_ Chr II from 117589-119166_ Genome Release 64-5-1_ Verified ORF_ "PAC motif binding protein involved in rRNA and ribosome biogenesis; subunit of the RPD3L histone deacetylase complex; Myb-like HTH transcription factor; hypophosphorylated by rapamycin treatment in a Sch9p-dependent manner; activated in stochastic pulses of nuclear localization", C_glabrata_QNG16163.1 uncharacterized protein GWK60_L04807 [Nakaseomyces glabratus], C_nivariensis_g003128.m1	S_cerevisiae_YER088C DOT6 SGDID_S000000890_ Chr V from 335188-333176_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Protein involved in rRNA and ribosome biogenesis; activated in stochastic pulses of nuclear localization; binds polymerase A and C motif; subunit of the RPD3L histone deacetylase complex; has chromatin specific SANT domain; involved in telomeric gene silencing and filamentation; relative distribution to the nucleus increases upon DNA replication stress", C_glabrata_QNG12286.1 uncharacterized protein GWK60_A04147 [Nakaseomyces glabratus], C_nivariensis_g002396.m1
OG0000431	N0	n1	0.3	Non-Terminal	Y_lipolytica_XP_501328.3 uncharacterized protein YALI1_C01876g [Yarrowia lipolytica], C_auris_XP_028893412.2 hypothetical_protein [Candidozyma auris], C_albicans_orf19.3272 orf19.3272 CGDID_CAL0003386 COORDS_Ca21chrR_C_albicans_SC5314_191184-192179W_ translated using codon table 12 _331 amino acids_ Uncharacterized ORF; Protein of unknown function, C_parapsilosis_CAK9683886.1 unnamed protein product [Candida parapsilosis]	C_albicans_orf19.6864 orf19.6864 CGDID_CAL0005832 COORDS_Ca21chr4_C_albicans_SC5314_1139183-1139890W_ translated using codon table 12 _235 amino acids_ Uncharacterized ORF; Putative ubiquitin-protein ligase; role in protein ubiquitination; Spider biofilm induced, C_parapsilosis_CAK9684713.1 unnamed protein product [Candida parapsilosis], Y_lipolytica_XP_504393.1 uncharacterized protein YALI1_E30462g [Yarrowia lipolytica], Y_lipolytica_XP_505508.3 uncharacterized protein YALI1_F22402g [Yarrowia lipolytica]
OG0000431	Y_lipolytica	n7	1.0	Terminal	Y_lipolytica_XP_504393.1 uncharacterized protein YALI1_E30462g [Yarrowia lipolytica]	Y_lipolytica_XP_505508.3 uncharacterized protein YALI1_F22402g [Yarrowia lipolytica]
OG0000432	N5	n6	1.0	Non-Terminal	N_bacillisporus_jgi|Nakbac1|1306|BN123_NABA0s23e00473g.tr, S_cerevisiae_YJL013C MAD3 SGDID_S000003550_ Chr X from 411040-409493_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Subunit of spindle-assembly checkpoint complex; involved in delaying anaphase onset in cells with defects in mitotic spindle assembly; pseudosubstrate inhibitor of APC_Cdc20__ the anaphase promoting complex involved in securin _Pds1p_ turnover; MAD3 has a paralog_ BUB1_ that arose from the whole genome duplication", C_glabrata_QNG13996.1 uncharacterized protein GWK60_G06655 [Nakaseomyces glabratus], C_nivariensis_g003459.m1	S_cerevisiae_YGR188C BUB1 SGDID_S000003420_ Chr VII from 875109-872044_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Protein kinase involved in the cell cycle checkpoint into anaphase; in complex with Mad1p and Bub3p_ prevents progression into anaphase in presence of spindle damage; Cdc28p-mediated phosphorylation at Bub1p-T566 is important for degradation in anaphase and adaptation of checkpoint to prolonged mitotic arrest; associates with centromere DNA via Skp1p; involved in Sgo1p relocalization in response to sister kinetochore tension; paralog MAD3 arose from whole genome duplication", C_glabrata_QNG14795.1 uncharacterized protein GWK60_I04389 [Nakaseomyces glabratus], C_nivariensis_g004556.m1, N_bacillisporus_jgi|Nakbac1|3847|BN123_NABA0s34e03575g.tr
OG0000433	N5	n7	0.25	Non-Terminal	S_cerevisiae_YDL088C ASM4 SGDID_S000002246_ Chr IV from 300003-298417_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "FG-nucleoporin component of central core of nuclear pore complex _NPC_; contributes directly to nucleocytoplasmic transport; induces membrane tubulation_ which may contribute to nuclear pore assembly; ASM4 has a paralog_ NUP53_ that arose from the whole genome duplication"	C_glabrata_QNG16306.1 uncharacterized protein GWK60_L08151 [Nakaseomyces glabratus], C_nivariensis_g001282.m1, S_cerevisiae_YMR153W NUP53 SGDID_S000004762_ Chr XIII from 564435-565862_ Genome Release 64-5-1_ Verified ORF_ "FG-nucleoporin component of central core of nuclear pore complex _NPC_; also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation_ which may contribute to nuclear pore assembly; NUP53 has a paralog_ ASM4_ that arose from the whole genome duplication", C_glabrata_QNG17129.1 uncharacterized protein GWK60_M09647 [Nakaseomyces glabratus], C_nivariensis_g004595.m1
OG0000433	N5	n8	0.5	Non-Terminal	C_glabrata_QNG16306.1 uncharacterized protein GWK60_L08151 [Nakaseomyces glabratus], C_nivariensis_g001282.m1	S_cerevisiae_YMR153W NUP53 SGDID_S000004762_ Chr XIII from 564435-565862_ Genome Release 64-5-1_ Verified ORF_ "FG-nucleoporin component of central core of nuclear pore complex _NPC_; also part of the NPC nuclear basket; contributes directly to nucleocytoplasmic transport; involved in regulation of transcription and mitosis; induces membrane tubulation_ which may contribute to nuclear pore assembly; NUP53 has a paralog_ ASM4_ that arose from the whole genome duplication", C_glabrata_QNG17129.1 uncharacterized protein GWK60_M09647 [Nakaseomyces glabratus], C_nivariensis_g004595.m1
OG0000433	N_bacillisporus	n12	1.0	Terminal	N_bacillisporus_jgi|Nakbac1|2388|BN123_NABA0s27e02343g.tr	N_bacillisporus_jgi|Nakbac1|1827|BN123_NABA0s25e03872g.tr
OG0000434	N5	n6	1.0	Non-Terminal	C_glabrata_QNG16686.1 uncharacterized protein GWK60_L16863 [Nakaseomyces glabratus], C_nivariensis_g001834.m1, N_bacillisporus_jgi|Nakbac1|3032|BN123_NABA0s03e00814g.tr, S_cerevisiae_YHR117W TOM71 SGDID_S000001159_ Chr VIII from 342349-344268_ Genome Release 64-5-1_ Verified ORF_ "Mitochondrial outer membrane protein; probable minor component of the TOM _translocase of outer membrane_ complex responsible for recognition and import of mitochondrially directed proteins; TOM71 has a paralog_ TOM70_ that arose from the whole genome duplication"	S_cerevisiae_YNL121C TOM70 SGDID_S000005065_ Chr XIV from 400537-398684_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ "Component of the TOM _translocase of outer membrane_ complex; involved in the recognition and initial import steps for all mitochondrially-directed proteins_ acting as a receptor for incoming precursor proteins; moonlighting role as a transcriptional regulator of mitochondrial proteins; age-dependent reduction in Tom70p results in mitochondrial dysfunction_ a hallmark of aging; localizes to mitochondriaER contact sites; TOM70 has a paralog_ TOM71_ that arose from the whole genome duplication", N_bacillisporus_jgi|Nakbac1|236|BN123_NABA0s10e01320g.tr, C_glabrata_QNG16440.1 uncharacterized protein GWK60_L11187 [Nakaseomyces glabratus], C_nivariensis_g000088.m1
OG0000435	Y_lipolytica	n1	1.0	Terminal	Y_lipolytica_XP_505408.3 uncharacterized protein YALI1_F19169g [Yarrowia lipolytica]	Y_lipolytica_XP_505813.1 uncharacterized protein YALI1_F31463g [Yarrowia lipolytica]
