From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Gene Ontology (biological process)	Gene Ontology (cellular component)	Gene Ontology (molecular function)	Gene Ontology (GO)	Gene Ontology IDs
KLLA0_E04665g	Q6CPI3	unreviewed	Q6CPI3_KLULA	KLLA0E04665p	KLLA0_E04665g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	647					
KLLA0_E05061g	Q6CPG6	unreviewed	Q6CPG6_KLULA	KLLA0E05061p	KLLA0_E05061g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	616	protein import into nucleus [GO:0006606]; ribosomal large subunit biogenesis [GO:0042273]		unfolded protein binding [GO:0051082]	unfolded protein binding [GO:0051082]; protein import into nucleus [GO:0006606]; ribosomal large subunit biogenesis [GO:0042273]	GO:0006606; GO:0042273; GO:0051082
KLLA0_E05149g	Q6CPG2	unreviewed	Q6CPG2_KLULA	KLLA0E05149p	KLLA0_E05149g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	787	endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]	GTP binding [GO:0005525]; GTPase activity [GO:0003924]; U3 snoRNA binding [GO:0034511]	nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; U3 snoRNA binding [GO:0034511]; endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0000479; GO:0003924; GO:0005525; GO:0005730; GO:0030688; GO:0034511
KLLA0_E05479g	Q6CPE6	unreviewed	Q6CPE6_KLULA	KLLA0E05479p	KLLA0_E05479g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	612		plasma membrane [GO:0005886]	nucleobase transmembrane transporter activity [GO:0015205]	plasma membrane [GO:0005886]; nucleobase transmembrane transporter activity [GO:0015205]	GO:0005886; GO:0015205
KLLA0_E05545g	Q6CPE3	unreviewed	Q6CPE3_KLULA	CTP synthase (EC 6.3.4.2) (UTP--ammonia ligase)	KLLA0_E05545g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	578	'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]	ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]	cytoophidium [GO:0097268]; cytoplasm [GO:0005737]; ATP binding [GO:0005524]; CTP synthase activity [GO:0003883]; identical protein binding [GO:0042802]; 'de novo' CTP biosynthetic process [GO:0044210]; pyrimidine nucleobase biosynthetic process [GO:0019856]	GO:0003883; GO:0005524; GO:0005737; GO:0019856; GO:0042802; GO:0044210; GO:0097268
KLLA0_E07393g	Q6CP57	unreviewed	Q6CP57_KLULA	KLLA0E07393p	KLLA0_E07393g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	588	endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]	90S preribosome [GO:0030686]; nucleolus [GO:0005730]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]	GO:0000447; GO:0005730; GO:0030686
KLLA0_E07833g	Q6CP37	unreviewed	Q6CP37_KLULA	U3 small nucleolar ribonucleoprotein protein IMP4	KLLA0_E07833g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	283	rRNA processing [GO:0006364]	Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]	rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]	Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]; rRNA primary transcript binding [GO:0042134]; snoRNA binding [GO:0030515]; rRNA processing [GO:0006364]	GO:0006364; GO:0030515; GO:0032040; GO:0034457; GO:0042134
KLLA0_E07965g	Q6CP30	unreviewed	Q6CP30_KLULA	KLLA0E07965p	KLLA0_E07965g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	390	ribosome biogenesis [GO:0042254]			ribosome biogenesis [GO:0042254]	GO:0042254
KLLA0_E07987g	Q6CP29	unreviewed	Q6CP29_KLULA	Saccharopine dehydrogenase [NAD(+), L-lysine-forming] (SDH) (EC 1.5.1.7) (Lysine--2-oxoglutarate reductase)	KLLA0_E07987g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	372	lysine biosynthetic process via aminoadipic acid [GO:0019878]	cytoplasm [GO:0005737]	saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]	cytoplasm [GO:0005737]; saccharopine dehydrogenase (NAD+, L-lysine-forming) activity [GO:0004754]; lysine biosynthetic process via aminoadipic acid [GO:0019878]	GO:0004754; GO:0005737; GO:0019878
KLLA0_E08317g	Q6CP14	unreviewed	Q6CP14_KLULA	KLLA0E08317p	KLLA0_E08317g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	921	negative regulation of transcription by RNA polymerase II [GO:0000122]	nucleus [GO:0005634]	DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]	nucleus [GO:0005634]; DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]; negative regulation of transcription by RNA polymerase II [GO:0000122]	GO:0000122; GO:0000977; GO:0000981; GO:0005634; GO:0008270
KLLA0_E08361g	Q6CP12	unreviewed	Q6CP12_KLULA	KLLA0E08361p	KLLA0_E08361g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	491	rRNA base methylation [GO:0070475]	nucleolus [GO:0005730]	RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]	nucleolus [GO:0005730]; RNA binding [GO:0003723]; RNA methyltransferase activity [GO:0008173]; rRNA base methylation [GO:0070475]	GO:0003723; GO:0005730; GO:0008173; GO:0070475
KLLA0_E09021g	F2Z6G6	unreviewed	F2Z6G6_KLULA	KLLA0E09021p	KLLA0_E09021g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	566	myo-inositol transport [GO:0015798]; polyol transmembrane transport [GO:0015791]	membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; myo-inositol transport [GO:0015798]; polyol transmembrane transport [GO:0015791]	GO:0015791; GO:0015798; GO:0016020; GO:0022857
KLLA0_E09637g	Q6CNV4	unreviewed	Q6CNV4_KLULA	KLLA0E09637p	KLLA0_E09637g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	585		fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]	transmembrane transporter activity [GO:0022857]	fungal-type vacuole [GO:0000324]; plasma membrane [GO:0005886]; transmembrane transporter activity [GO:0022857]	GO:0000324; GO:0005886; GO:0022857
KLLA0_E10187g	Q6CNT0	unreviewed	Q6CNT0_KLULA	KLLA0E10187p	KLLA0_E10187g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	534	mannosyl diphosphorylinositol ceramide metabolic process [GO:0006676]; sphingolipid biosynthetic process [GO:0030148]	inositol phosphoceramide synthase complex [GO:0070916]; membrane [GO:0016020]		inositol phosphoceramide synthase complex [GO:0070916]; membrane [GO:0016020]; mannosyl diphosphorylinositol ceramide metabolic process [GO:0006676]; sphingolipid biosynthetic process [GO:0030148]	GO:0006676; GO:0016020; GO:0030148; GO:0070916
KLLA0_E12101g	Q6CNJ4	unreviewed	Q6CNJ4_KLULA	KLLA0E12101p	KLLA0_E12101g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	841	polyphosphate biosynthetic process [GO:0006799]	fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]		fungal-type vacuole membrane [GO:0000329]; vacuolar transporter chaperone complex [GO:0033254]; polyphosphate biosynthetic process [GO:0006799]	GO:0000329; GO:0006799; GO:0033254
KLLA0_E12409g	Q6CNI1	unreviewed	Q6CNI1_KLULA	KLLA0E12409p	KLLA0_E12409g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	298					
KLLA0_E12431g	Q6CNI0	unreviewed	Q6CNI0_KLULA	KLLA0E12431p	KLLA0_E12431g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	116		preribosome, large subunit precursor [GO:0030687]		preribosome, large subunit precursor [GO:0030687]	GO:0030687
KLLA0_E12519g	Q6CNH6	unreviewed	Q6CNH6_KLULA	KLLA0E12519p	KLLA0_E12519g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1006		nucleus [GO:0005634]		nucleus [GO:0005634]	GO:0005634
KLLA0_E12761g	Q6CNG4	unreviewed	Q6CNG4_KLULA	tRNA (guanine(37)-N1)-methyltransferase (EC 2.1.1.228) (M1G-methyltransferase) (tRNA [GM37] methyltransferase) (tRNA methyltransferase 5)	TRM5 KLLA0_E12761g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	502	mitochondrial tRNA methylation [GO:0070901]; tRNA N1-guanine methylation [GO:0002939]	mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]	tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]	mitochondrial matrix [GO:0005759]; nucleus [GO:0005634]; tRNA (guanine(37)-N1)-methyltransferase activity [GO:0052906]; mitochondrial tRNA methylation [GO:0070901]; tRNA N1-guanine methylation [GO:0002939]	GO:0002939; GO:0005634; GO:0005759; GO:0052906; GO:0070901
KLLA0_E12915g	Q6CNF7	unreviewed	Q6CNF7_KLULA	KLLA0E12915p	KLLA0_E12915g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	654	oligopeptide transport [GO:0006857]	membrane [GO:0016020]	transmembrane transporter activity [GO:0022857]	membrane [GO:0016020]; transmembrane transporter activity [GO:0022857]; oligopeptide transport [GO:0006857]	GO:0006857; GO:0016020; GO:0022857
KLLA0_E13047g	Q6CNF1	unreviewed	Q6CNF1_KLULA	KLLA0E13047p	KLLA0_E13047g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	368		nucleolus [GO:0005730]		nucleolus [GO:0005730]	GO:0005730
KLLA0_E13641g	Q6CNC4	unreviewed	Q6CNC4_KLULA	KLLA0E13641p	KLLA0_E13641g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	395	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		nucleolus [GO:0005730]; small-subunit processome [GO:0032040]; maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]	GO:0000462; GO:0005730; GO:0032040
KLLA0_E13729g	Q6CNC0	unreviewed	Q6CNC0_KLULA	KLLA0E13729p	KLLA0_E13729g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	483	ribosomal small subunit biogenesis [GO:0042274]; ribosomal small subunit export from nucleus [GO:0000056]	cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]		cytosol [GO:0005829]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]; ribosomal small subunit biogenesis [GO:0042274]; ribosomal small subunit export from nucleus [GO:0000056]	GO:0000056; GO:0005634; GO:0005829; GO:0030688; GO:0042274
KLLA0_E13751g	Q6CNB9	unreviewed	Q6CNB9_KLULA	DNA-directed RNA polymerase subunit	KLLA0_E13751g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	210	transcription initiation at RNA polymerase III promoter [GO:0006384]	RNA polymerase III complex [GO:0005666]	DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]	RNA polymerase III complex [GO:0005666]; DNA binding [GO:0003677]; DNA-directed RNA polymerase activity [GO:0003899]; transcription initiation at RNA polymerase III promoter [GO:0006384]	GO:0003677; GO:0003899; GO:0005666; GO:0006384
KLLA0_E13817g	Q6CNB5	unreviewed	Q6CNB5_KLULA	KLLA0E13817p	KLLA0_E13817g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	889	fatty acid beta-oxidation [GO:0006635]	peroxisome [GO:0005777]	lyase activity [GO:0016829]; oxidoreductase activity [GO:0016491]	peroxisome [GO:0005777]; lyase activity [GO:0016829]; oxidoreductase activity [GO:0016491]; fatty acid beta-oxidation [GO:0006635]	GO:0005777; GO:0006635; GO:0016491; GO:0016829
KLLA0_E13905g	Q6CNB1	unreviewed	Q6CNB1_KLULA	Isocitrate lyase	KLLA0_E13905g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	572	propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	mitochondrial matrix [GO:0005759]	isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]	mitochondrial matrix [GO:0005759]; isocitrate lyase activity [GO:0004451]; metal ion binding [GO:0046872]; methylisocitrate lyase activity [GO:0046421]; propionate catabolic process, 2-methylcitrate cycle [GO:0019629]	GO:0004451; GO:0005759; GO:0019629; GO:0046421; GO:0046872
KLLA0_E14015g	Q6CNA6	unreviewed	Q6CNA6_KLULA	KLLA0E14015p	KLLA0_E14015g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	348		cytoplasm [GO:0005737]; membrane [GO:0016020]		cytoplasm [GO:0005737]; membrane [GO:0016020]	GO:0005737; GO:0016020
KLLA0_E14213g	Q6CN98	unreviewed	Q6CN98_KLULA	KLLA0E14213p	KLLA0_E14213g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	532	propionate metabolic process, methylcitrate cycle [GO:0019679]	mitochondrion [GO:0005739]	2 iron, 2 sulfur cluster binding [GO:0051537]; 2-methylcitrate dehydratase activity [GO:0047547]	mitochondrion [GO:0005739]; 2 iron, 2 sulfur cluster binding [GO:0051537]; 2-methylcitrate dehydratase activity [GO:0047547]; propionate metabolic process, methylcitrate cycle [GO:0019679]	GO:0005739; GO:0019679; GO:0047547; GO:0051537
KLLA0_E15533g	Q6CN38	unreviewed	Q6CN38_KLULA	KLLA0E15533p	KLLA0_E15533g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	150					
KLLA0_E15665g	Q6CN33	unreviewed	Q6CN33_KLULA	KLLA0E15665p	KLLA0_E15665g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	181	regulation of reciprocal meiotic recombination [GO:0010520]; synaptonemal complex assembly [GO:0007130]		DNA secondary structure binding [GO:0000217]	DNA secondary structure binding [GO:0000217]; regulation of reciprocal meiotic recombination [GO:0010520]; synaptonemal complex assembly [GO:0007130]	GO:0000217; GO:0007130; GO:0010520
KLLA0_E15995g	Q6CN20	unreviewed	Q6CN20_KLULA	U3 small nucleolar ribonucleoprotein protein IMP3 (U3 small nucleolar ribonucleoprotein protein imp3)	KLLA0_E15995g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	183	ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]	rRNA binding [GO:0019843]; snoRNA binding [GO:0030515]	Mpp10 complex [GO:0034457]; small-subunit processome [GO:0032040]; rRNA binding [GO:0019843]; snoRNA binding [GO:0030515]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]	GO:0006364; GO:0019843; GO:0030515; GO:0032040; GO:0034457; GO:0042274
KLLA0_E16281g	F2Z615	unreviewed	F2Z615_KLULA	KLLA0E16281p	KLLA0_E16281g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	605		membrane [GO:0016020]	amino acid transmembrane transporter activity [GO:0015171]	membrane [GO:0016020]; amino acid transmembrane transporter activity [GO:0015171]	GO:0015171; GO:0016020
KLLA0_E16897g	Q6CMX8	unreviewed	Q6CMX8_KLULA	KLLA0E16897p	KLLA0_E16897g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	825	cellular response to heat [GO:0034605]; protein refolding [GO:0042026]; protein unfolding [GO:0043335]	mitochondrial matrix [GO:0005759]	ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]	mitochondrial matrix [GO:0005759]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; cellular response to heat [GO:0034605]; protein refolding [GO:0042026]; protein unfolding [GO:0043335]	GO:0005524; GO:0005759; GO:0016887; GO:0034605; GO:0042026; GO:0043335
KLLA0_E17425g	Q6CMV4	unreviewed	Q6CMV4_KLULA	KLLA0E17425p	KLLA0_E17425g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	2493		90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]		90S preribosome [GO:0030686]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040]	GO:0005730; GO:0030686; GO:0032040
KLLA0_E17799g	Q6CMT6	unreviewed	Q6CMT6_KLULA	KLLA0E17799p	KLLA0_E17799g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	298	ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	nucleolus [GO:0005730]	rRNA binding [GO:0019843]	nucleolus [GO:0005730]; rRNA binding [GO:0019843]; ribosomal large subunit assembly [GO:0000027]; rRNA processing [GO:0006364]	GO:0000027; GO:0005730; GO:0006364; GO:0019843
KLLA0_E18723g	Q6CMP2	unreviewed	Q6CMP2_KLULA	KLLA0E18723p	KLLA0_E18723g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	377	mitochondrial citrate transmembrane transport [GO:0006843]	mitochondrial inner membrane [GO:0005743]	citrate secondary active transmembrane transporter activity [GO:0071913]	mitochondrial inner membrane [GO:0005743]; citrate secondary active transmembrane transporter activity [GO:0071913]; mitochondrial citrate transmembrane transport [GO:0006843]	GO:0005743; GO:0006843; GO:0071913
KLLA0_E19317g	Q6CML4	unreviewed	Q6CML4_KLULA	KLLA0E19317p	KLLA0_E19317g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	132		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_E19339g	Q6CML3	unreviewed	Q6CML3_KLULA	KLLA0E19339p	KLLA0_E19339g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	342					
KLLA0_E19515g	Q6CMK5	unreviewed	Q6CMK5_KLULA	KLLA0E19515p	KLLA0_E19515g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	572	rRNA processing [GO:0006364]	nucleus [GO:0005634]		nucleus [GO:0005634]; rRNA processing [GO:0006364]	GO:0005634; GO:0006364
KLLA0_E19581g	Q6CMK2	unreviewed	Q6CMK2_KLULA	KLLA0E19581p	KLLA0_E19581g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	174		mitochondrial intermembrane space [GO:0005758]		mitochondrial intermembrane space [GO:0005758]	GO:0005758
KLLA0_E19933g	Q6CMI6	unreviewed	Q6CMI6_KLULA	KLLA0E19933p	KLLA0_E19933g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	583					
KLLA0_E20527g	Q6CMG1	unreviewed	Q6CMG1_KLULA	non-chaperonin molecular chaperone ATPase (EC 3.6.4.10)	KLLA0_E20527g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	650			ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	ATP binding [GO:0005524]; ATP-dependent protein folding chaperone [GO:0140662]	GO:0005524; GO:0140662
KLLA0_E20637g	Q6CMF6	unreviewed	Q6CMF6_KLULA	KLLA0E20637p	KLLA0_E20637g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	311					
KLLA0_E20769g	Q6CMF0	unreviewed	Q6CMF0_KLULA	KLLA0E20769p	KLLA0_E20769g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1113	protein import into nucleus [GO:0006606]	cytoplasm [GO:0005737]; nucleus [GO:0005634]	small GTPase binding [GO:0031267]	cytoplasm [GO:0005737]; nucleus [GO:0005634]; small GTPase binding [GO:0031267]; protein import into nucleus [GO:0006606]	GO:0005634; GO:0005737; GO:0006606; GO:0031267
KLLA0_E21121g	Q6CMD4	unreviewed	Q6CMD4_KLULA	Serine/threonine-protein kinase RIO1 (EC 2.7.11.1)	KLLA0_E21121g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	526	ribosome biogenesis [GO:0042254]	cytoplasm [GO:0005737]	ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]	cytoplasm [GO:0005737]; ATP binding [GO:0005524]; hydrolase activity [GO:0016787]; metal ion binding [GO:0046872]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; ribosome biogenesis [GO:0042254]	GO:0004674; GO:0005524; GO:0005737; GO:0016787; GO:0042254; GO:0046872; GO:0106310
KLLA0_E21165g	Q6CMD2	unreviewed	Q6CMD2_KLULA	KLLA0E21165p	KLLA0_E21165g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	627	rRNA processing [GO:0006364]	nucleolus [GO:0005730]	RNA binding [GO:0003723]	nucleolus [GO:0005730]; RNA binding [GO:0003723]; rRNA processing [GO:0006364]	GO:0003723; GO:0005730; GO:0006364
KLLA0_E22485g	Q6CM71	unreviewed	Q6CM71_KLULA	KLLA0E22485p	KLLA0_E22485g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	1144	ribosome biogenesis [GO:0042254]	nucleolus [GO:0005730]		nucleolus [GO:0005730]; ribosome biogenesis [GO:0042254]	GO:0005730; GO:0042254
KLLA0_E23211g	B4UN81	unreviewed	B4UN81_KLULA	KLLA0E23211p	KLLA0_E23211g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	90		membrane [GO:0016020]		membrane [GO:0016020]	GO:0016020
KLLA0_E23255g	Q6CM38	unreviewed	Q6CM38_KLULA	KLLA0E23255p	KLLA0_E23255g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	306					
