Orthogroup	C_albicans	C_auris	C_glabrata	C_nivariensis	C_parapsilosis	K_lactis	L_kluyveri	N_bacillisporus	S_cerevisiae	Y_lipolytica
OG0010072										XP_068139356.1 uncharacterized protein YALI1_F06198g [Yarrowia lipolytica]
OG0010073										XP_068139357.1 uncharacterized protein YALI1_F06289g [Yarrowia lipolytica]
OG0010074										XP_068139358.1 uncharacterized protein YALI1_F06353g [Yarrowia lipolytica]
OG0010075										XP_068139359.1 uncharacterized protein YALI1_F06410g [Yarrowia lipolytica]
OG0010076										XP_068139360.1 uncharacterized protein YALI1_F06426g [Yarrowia lipolytica]
OG0010077										XP_068139361.1 uncharacterized protein YALI1_F06489g [Yarrowia lipolytica]
OG0010078										XP_068139362.1 uncharacterized protein YALI1_F06708g [Yarrowia lipolytica]
OG0010079										XP_068139363.1 uncharacterized protein YALI1_F07055g [Yarrowia lipolytica]
OG0010080										XP_068139364.1 uncharacterized protein YALI1_F07146g [Yarrowia lipolytica]
OG0010081										XP_068139365.1 uncharacterized protein YALI1_F07150g [Yarrowia lipolytica]
OG0010082										XP_068139367.1 uncharacterized protein YALI1_F07416g [Yarrowia lipolytica]
OG0010083										XP_068139368.1 uncharacterized protein YALI1_F07756g [Yarrowia lipolytica]
OG0010084										XP_068139369.1 uncharacterized protein YALI1_F07762g [Yarrowia lipolytica]
OG0010085										XP_068139371.1 uncharacterized protein YALI1_F07980g [Yarrowia lipolytica]
OG0010086										XP_068139372.1 uncharacterized protein YALI1_F08097g [Yarrowia lipolytica]
OG0010087										XP_068139373.1 uncharacterized protein YALI1_F08590g [Yarrowia lipolytica]
OG0010088										XP_068139374.1 uncharacterized protein YALI1_F08597g [Yarrowia lipolytica]
OG0010089										XP_068139375.1 uncharacterized protein YALI1_F08603g [Yarrowia lipolytica]
OG0010090										XP_068139377.1 uncharacterized protein YALI1_F08650g [Yarrowia lipolytica]
OG0010091										XP_068139379.1 uncharacterized protein YALI1_F09056g [Yarrowia lipolytica]
OG0010092										XP_068139380.1 uncharacterized protein YALI1_F09137g [Yarrowia lipolytica]
OG0010093										XP_068139381.1 uncharacterized protein YALI1_F09155g [Yarrowia lipolytica]
OG0010094										XP_068139382.1 uncharacterized protein YALI1_F09161g [Yarrowia lipolytica]
OG0010095										XP_068139383.1 uncharacterized protein YALI1_F09671g [Yarrowia lipolytica]
OG0010096										XP_068139384.1 uncharacterized protein YALI1_F09737g [Yarrowia lipolytica]
OG0010097										XP_068139385.1 uncharacterized protein YALI1_F09863g [Yarrowia lipolytica]
OG0010098										XP_068139386.1 uncharacterized protein YALI1_F10270g [Yarrowia lipolytica]
OG0010099										XP_068139387.1 uncharacterized protein YALI1_F10285g [Yarrowia lipolytica]
OG0010100										XP_068139388.1 uncharacterized protein YALI1_F10288g [Yarrowia lipolytica]
OG0010101										XP_068139389.1 uncharacterized protein YALI1_F10375g [Yarrowia lipolytica]
OG0010102										XP_068139391.1 uncharacterized protein YALI1_F10867g [Yarrowia lipolytica]
OG0010103										XP_068139392.1 uncharacterized protein YALI1_F10987g [Yarrowia lipolytica]
OG0010104										XP_068139393.1 uncharacterized protein YALI1_F11054g [Yarrowia lipolytica]
OG0010105										XP_068139396.1 uncharacterized protein YALI1_F11337g [Yarrowia lipolytica]
OG0010106										XP_068139397.1 uncharacterized protein YALI1_F11711g [Yarrowia lipolytica]
OG0010107										XP_068139398.1 uncharacterized protein YALI1_F11857g [Yarrowia lipolytica]
OG0010108										XP_068139399.1 uncharacterized protein YALI1_F11866g [Yarrowia lipolytica]
OG0010109										XP_068139401.1 uncharacterized protein YALI1_F11889g [Yarrowia lipolytica]
OG0010110										XP_068139402.1 uncharacterized protein YALI1_F11916g [Yarrowia lipolytica]
OG0010111										XP_068139403.1 uncharacterized protein YALI1_F12052g [Yarrowia lipolytica]
OG0010112										XP_068139404.1 uncharacterized protein YALI1_F12211g [Yarrowia lipolytica]
OG0010113										XP_068139405.1 uncharacterized protein YALI1_F12312g [Yarrowia lipolytica]
OG0010114										XP_068139406.1 uncharacterized protein YALI1_F12318g [Yarrowia lipolytica]
OG0010115										XP_068139407.1 uncharacterized protein YALI1_F12430g [Yarrowia lipolytica]
OG0010116										XP_068139408.1 uncharacterized protein YALI1_F12520g [Yarrowia lipolytica]
OG0010117										XP_068139409.1 uncharacterized protein YALI1_F12523g [Yarrowia lipolytica]
OG0010118										XP_068139410.1 uncharacterized protein YALI1_F12570g [Yarrowia lipolytica]
OG0010119										XP_068139411.1 uncharacterized protein YALI1_F12712g [Yarrowia lipolytica]
OG0010120										XP_068139412.1 uncharacterized protein YALI1_F12801g [Yarrowia lipolytica]
OG0010121										XP_068139413.1 uncharacterized protein YALI1_F12871g [Yarrowia lipolytica]
OG0010122										XP_068139415.1 uncharacterized protein YALI1_F13155g [Yarrowia lipolytica]
OG0010123										XP_068139416.1 uncharacterized protein YALI1_F13172g [Yarrowia lipolytica]
OG0010124										XP_068139417.1 uncharacterized protein YALI1_F13185g [Yarrowia lipolytica]
OG0010125										XP_068139418.1 uncharacterized protein YALI1_F13355g [Yarrowia lipolytica]
OG0010126										XP_068139419.1 uncharacterized protein YALI1_F14090g [Yarrowia lipolytica]
OG0010127										XP_068139420.1 uncharacterized protein YALI1_F14150g [Yarrowia lipolytica]
OG0010128										XP_068139421.1 uncharacterized protein YALI1_F14160g [Yarrowia lipolytica]
OG0010129										XP_068139422.1 uncharacterized protein YALI1_F14207g [Yarrowia lipolytica]
OG0010130										XP_068139424.1 uncharacterized protein YALI1_F14443g [Yarrowia lipolytica]
OG0010131										XP_068139425.1 uncharacterized protein YALI1_F14448g [Yarrowia lipolytica]
OG0010132										XP_068139426.1 uncharacterized protein YALI1_F14656g [Yarrowia lipolytica]
OG0010133										XP_068139427.1 uncharacterized protein YALI1_F14946g [Yarrowia lipolytica]
OG0010134										XP_068139428.1 uncharacterized protein YALI1_F15047g [Yarrowia lipolytica]
OG0010135										XP_068139429.1 uncharacterized protein YALI1_F15053g [Yarrowia lipolytica]
OG0010136										XP_068139430.1 uncharacterized protein YALI1_F15118g [Yarrowia lipolytica]
OG0010137										XP_068139431.1 uncharacterized protein YALI1_F15199g [Yarrowia lipolytica]
OG0010138										XP_068139432.1 uncharacterized protein YALI1_F15286g [Yarrowia lipolytica]
OG0010139										XP_068139433.1 uncharacterized protein YALI1_F15357g [Yarrowia lipolytica]
OG0010140										XP_068139434.1 uncharacterized protein YALI1_F15367g [Yarrowia lipolytica]
OG0010141										XP_068139435.1 uncharacterized protein YALI1_F15377g [Yarrowia lipolytica]
OG0010142										XP_068139436.1 uncharacterized protein YALI1_F15387g [Yarrowia lipolytica]
OG0010143										XP_068139438.1 uncharacterized protein YALI1_F15695g [Yarrowia lipolytica]
OG0010144										XP_068139440.1 uncharacterized protein YALI1_F15829g [Yarrowia lipolytica]
OG0010145										XP_068139441.1 uncharacterized protein YALI1_F15835g [Yarrowia lipolytica]
OG0010146										XP_068139442.1 uncharacterized protein YALI1_F15843g [Yarrowia lipolytica]
OG0010147										XP_068139443.1 uncharacterized protein YALI1_F15847g [Yarrowia lipolytica]
OG0010148										XP_068139444.1 uncharacterized protein YALI1_F15891g [Yarrowia lipolytica]
OG0010149										XP_068139446.1 uncharacterized protein YALI1_F16058g [Yarrowia lipolytica]
OG0010150										XP_068139447.1 uncharacterized protein YALI1_F16165g [Yarrowia lipolytica]
OG0010151										XP_068139448.1 uncharacterized protein YALI1_F16177g [Yarrowia lipolytica]
OG0010152										XP_068139449.1 uncharacterized protein YALI1_F16180g [Yarrowia lipolytica]
OG0010153										XP_068139450.1 uncharacterized protein YALI1_F16199g [Yarrowia lipolytica]
OG0010154										XP_068139451.1 uncharacterized protein YALI1_F16218g [Yarrowia lipolytica]
OG0010155										XP_068139452.1 uncharacterized protein YALI1_F16225g [Yarrowia lipolytica]
OG0010156										XP_068139453.1 uncharacterized protein YALI1_F16232g [Yarrowia lipolytica]
OG0010157										XP_068139454.1 uncharacterized protein YALI1_F16234g [Yarrowia lipolytica]
OG0010158										XP_068139455.1 uncharacterized protein YALI1_F16249g [Yarrowia lipolytica]
OG0010159										XP_068139456.1 uncharacterized protein YALI1_F16293g [Yarrowia lipolytica]
OG0010160										XP_068139457.1 uncharacterized protein YALI1_F16348g [Yarrowia lipolytica]
OG0010161										XP_068139458.1 uncharacterized protein YALI1_F16366g [Yarrowia lipolytica]
OG0010162										XP_068139459.1 uncharacterized protein YALI1_F16369g [Yarrowia lipolytica]
OG0010163										XP_068139460.1 uncharacterized protein YALI1_F16373g [Yarrowia lipolytica]
OG0010164										XP_068139461.1 uncharacterized protein YALI1_F16376g [Yarrowia lipolytica]
OG0010165										XP_068139462.1 uncharacterized protein YALI1_F16417g [Yarrowia lipolytica]
OG0010166										XP_068139464.1 uncharacterized protein YALI1_F16431g [Yarrowia lipolytica]
OG0010167										XP_068139465.1 uncharacterized protein YALI1_F16451g [Yarrowia lipolytica]
OG0010168										XP_068139466.1 uncharacterized protein YALI1_F16459g [Yarrowia lipolytica]
OG0010169										XP_068139468.1 uncharacterized protein YALI1_F16527g [Yarrowia lipolytica]
OG0010170										XP_068139469.1 uncharacterized protein YALI1_F16551g [Yarrowia lipolytica]
OG0010171										XP_068139470.1 uncharacterized protein YALI1_F16649g [Yarrowia lipolytica]
OG0010172										XP_068139471.1 uncharacterized protein YALI1_F16715g [Yarrowia lipolytica]
OG0010173										XP_068139472.1 uncharacterized protein YALI1_F16735g [Yarrowia lipolytica]
OG0010174										XP_068139473.1 uncharacterized protein YALI1_F16817g [Yarrowia lipolytica]
OG0010175										XP_068139474.1 uncharacterized protein YALI1_F16839g [Yarrowia lipolytica]
OG0010176										XP_068139475.1 uncharacterized protein YALI1_F16844g [Yarrowia lipolytica]
OG0010177										XP_068139476.1 uncharacterized protein YALI1_F16851g [Yarrowia lipolytica]
OG0010178										XP_068139477.1 uncharacterized protein YALI1_F17087g [Yarrowia lipolytica]
OG0010179										XP_068139478.1 uncharacterized protein YALI1_F17094g [Yarrowia lipolytica]
OG0010180										XP_068139481.1 uncharacterized protein YALI1_F17358g [Yarrowia lipolytica]
OG0010181										XP_068139482.1 uncharacterized protein YALI1_F17444g [Yarrowia lipolytica]
OG0010182										XP_068139483.1 uncharacterized protein YALI1_F17473g [Yarrowia lipolytica]
OG0010183										XP_068139484.1 uncharacterized protein YALI1_F17565g [Yarrowia lipolytica]
OG0010184										XP_068139485.1 uncharacterized protein YALI1_F17581g [Yarrowia lipolytica]
OG0010185										XP_068139486.1 uncharacterized protein YALI1_F17797g [Yarrowia lipolytica]
OG0010186										XP_068139487.1 uncharacterized protein YALI1_F17953g [Yarrowia lipolytica]
OG0010187										XP_068139488.1 uncharacterized protein YALI1_F18226g [Yarrowia lipolytica]
OG0010188										XP_068139489.1 uncharacterized protein YALI1_F18641g [Yarrowia lipolytica]
OG0010189										XP_068139490.1 uncharacterized protein YALI1_F18664g [Yarrowia lipolytica]
OG0010190										XP_068139492.1 uncharacterized protein YALI1_F18812g [Yarrowia lipolytica]
OG0010191										XP_068139493.1 uncharacterized protein YALI1_F18857g [Yarrowia lipolytica]
OG0010192										XP_068139494.1 uncharacterized protein YALI1_F18947g [Yarrowia lipolytica]
OG0010193										XP_068139495.1 uncharacterized protein YALI1_F19015g [Yarrowia lipolytica]
OG0010194										XP_068139498.1 uncharacterized protein YALI1_F19619g [Yarrowia lipolytica]
OG0010195										XP_068139500.1 uncharacterized protein YALI1_F20010g [Yarrowia lipolytica]
OG0010196										XP_068139501.1 uncharacterized protein YALI1_F20047g [Yarrowia lipolytica]
OG0010197										XP_068139502.1 uncharacterized protein YALI1_F20059g [Yarrowia lipolytica]
OG0010198										XP_068139503.1 uncharacterized protein YALI1_F20145g [Yarrowia lipolytica]
OG0010199										XP_068139505.1 uncharacterized protein YALI1_F20182g [Yarrowia lipolytica]
OG0010200										XP_068139506.1 uncharacterized protein YALI1_F20234g [Yarrowia lipolytica]
OG0010201										XP_068139507.1 uncharacterized protein YALI1_F20323g [Yarrowia lipolytica]
OG0010202										XP_068139508.1 uncharacterized protein YALI1_F20381g [Yarrowia lipolytica]
OG0010203										XP_068139509.1 uncharacterized protein YALI1_F20547g [Yarrowia lipolytica]
OG0010204										XP_068139510.1 uncharacterized protein YALI1_F20631g [Yarrowia lipolytica]
OG0010205										XP_068139511.1 uncharacterized protein YALI1_F20831g [Yarrowia lipolytica]
OG0010206										XP_068139512.1 uncharacterized protein YALI1_F20931g [Yarrowia lipolytica]
OG0010207										XP_068139514.1 uncharacterized protein YALI1_F21213g [Yarrowia lipolytica]
OG0010208										XP_068139515.1 uncharacterized protein YALI1_F21673g [Yarrowia lipolytica]
OG0010209										XP_068139516.1 uncharacterized protein YALI1_F21676g [Yarrowia lipolytica]
OG0010210										XP_068139517.1 uncharacterized protein YALI1_F22172g [Yarrowia lipolytica]
OG0010211										XP_068139519.1 uncharacterized protein YALI1_F22504g [Yarrowia lipolytica]
OG0010212										XP_068139520.1 uncharacterized protein YALI1_F22578g [Yarrowia lipolytica]
OG0010213										XP_068139521.1 uncharacterized protein YALI1_F22701g [Yarrowia lipolytica]
OG0010214										XP_068139522.1 uncharacterized protein YALI1_F22940g [Yarrowia lipolytica]
OG0010215										XP_068139523.1 uncharacterized protein YALI1_F23201g [Yarrowia lipolytica]
OG0010216										XP_068139524.1 uncharacterized protein YALI1_F23315g [Yarrowia lipolytica]
OG0010217										XP_068139525.1 uncharacterized protein YALI1_F23560g [Yarrowia lipolytica]
OG0010218										XP_068139526.1 uncharacterized protein YALI1_F23819g [Yarrowia lipolytica]
OG0010219										XP_068139527.1 uncharacterized protein YALI1_F23925g [Yarrowia lipolytica]
OG0010220										XP_068139528.1 uncharacterized protein YALI1_F24197g [Yarrowia lipolytica]
OG0010221										XP_068139529.1 uncharacterized protein YALI1_F24478g [Yarrowia lipolytica]
OG0010222										XP_068139530.1 uncharacterized protein YALI1_F24486g [Yarrowia lipolytica]
OG0010223										XP_068139531.1 uncharacterized protein YALI1_F24489g [Yarrowia lipolytica]
OG0010224										XP_068139532.1 uncharacterized protein YALI1_F24509g [Yarrowia lipolytica]
OG0010225										XP_068139533.1 uncharacterized protein YALI1_F24511g [Yarrowia lipolytica]
OG0010226										XP_068139534.1 uncharacterized protein YALI1_F24517g [Yarrowia lipolytica]
OG0010227										XP_068139535.1 uncharacterized protein YALI1_F24525g [Yarrowia lipolytica]
OG0010228										XP_068139536.1 uncharacterized protein YALI1_F24578g [Yarrowia lipolytica]
OG0010229										XP_068139537.1 uncharacterized protein YALI1_F24615g [Yarrowia lipolytica]
OG0010230										XP_068139538.1 uncharacterized protein YALI1_F24649g [Yarrowia lipolytica]
OG0010231										XP_068139539.1 uncharacterized protein YALI1_F25289g [Yarrowia lipolytica]
OG0010232										XP_068139540.1 uncharacterized protein YALI1_F25388g [Yarrowia lipolytica]
OG0010233										XP_068139541.1 uncharacterized protein YALI1_F25413g [Yarrowia lipolytica]
OG0010234										XP_068139543.1 uncharacterized protein YALI1_F25701g [Yarrowia lipolytica]
OG0010235										XP_068139544.1 uncharacterized protein YALI1_F25783g [Yarrowia lipolytica]
OG0010236										XP_068139545.1 uncharacterized protein YALI1_F25865g [Yarrowia lipolytica]
OG0010237										XP_068139546.1 uncharacterized protein YALI1_F25987g [Yarrowia lipolytica]
OG0010238										XP_068139547.1 uncharacterized protein YALI1_F26474g [Yarrowia lipolytica]
OG0010239										XP_068139549.1 uncharacterized protein YALI1_F26780g [Yarrowia lipolytica]
OG0010240										XP_068139550.1 uncharacterized protein YALI1_F27701g [Yarrowia lipolytica]
OG0010241										XP_068139552.1 uncharacterized protein YALI1_F27798g [Yarrowia lipolytica]
OG0010242										XP_068139555.1 uncharacterized protein YALI1_F28123g [Yarrowia lipolytica]
OG0010243										XP_068139556.1 uncharacterized protein YALI1_F28222g [Yarrowia lipolytica]
OG0010244										XP_068139557.1 uncharacterized protein YALI1_F28459g [Yarrowia lipolytica]
OG0010245										XP_068139558.1 uncharacterized protein YALI1_F28611g [Yarrowia lipolytica]
OG0010246										XP_068139561.1 uncharacterized protein YALI1_F28998g [Yarrowia lipolytica]
OG0010247										XP_068139562.1 uncharacterized protein YALI1_F29127g [Yarrowia lipolytica]
OG0010248										XP_068139563.1 uncharacterized protein YALI1_F29380g [Yarrowia lipolytica]
OG0010249										XP_068139565.1 uncharacterized protein YALI1_F30296g [Yarrowia lipolytica]
OG0010250										XP_068139566.1 uncharacterized protein YALI1_F30314g [Yarrowia lipolytica]
OG0010251										XP_068139567.1 uncharacterized protein YALI1_F30416g [Yarrowia lipolytica]
OG0010252										XP_068139569.1 uncharacterized protein YALI1_F31153g [Yarrowia lipolytica]
OG0010253										XP_068139570.1 uncharacterized protein YALI1_F31733g [Yarrowia lipolytica]
OG0010254										XP_068139571.1 uncharacterized protein YALI1_F32056g [Yarrowia lipolytica]
OG0010255										XP_068139572.1 uncharacterized protein YALI1_F32064g [Yarrowia lipolytica]
OG0010256										XP_068139573.1 uncharacterized protein YALI1_F32460g [Yarrowia lipolytica]
OG0010257										XP_068139574.1 uncharacterized protein YALI1_F32685g [Yarrowia lipolytica]
OG0010258										XP_068139575.1 uncharacterized protein YALI1_F32698g [Yarrowia lipolytica]
OG0010259										XP_068139576.1 uncharacterized protein YALI1_F32816g [Yarrowia lipolytica]
OG0010260										XP_068139578.1 uncharacterized protein YALI1_F33002g [Yarrowia lipolytica]
OG0010261										XP_068139579.1 uncharacterized protein YALI1_F33113g [Yarrowia lipolytica]
OG0010262										XP_068139580.1 uncharacterized protein YALI1_F33321g [Yarrowia lipolytica]
OG0010263										XP_068139581.1 uncharacterized protein YALI1_F33473g [Yarrowia lipolytica]
OG0010264										XP_068139582.1 uncharacterized protein YALI1_F33513g [Yarrowia lipolytica]
OG0010265										XP_068139584.1 uncharacterized protein YALI1_F33669g [Yarrowia lipolytica]
OG0010266										XP_068139586.1 uncharacterized protein YALI1_F34141g [Yarrowia lipolytica]
OG0010267										XP_068139587.1 uncharacterized protein YALI1_F34236g [Yarrowia lipolytica]
OG0010268										XP_068139588.1 uncharacterized protein YALI1_F34557g [Yarrowia lipolytica]
OG0010269										XP_068139589.1 uncharacterized protein YALI1_F34692g [Yarrowia lipolytica]
OG0010270										XP_068139590.1 uncharacterized protein YALI1_F34737g [Yarrowia lipolytica]
OG0010271										XP_068139591.1 uncharacterized protein YALI1_F35015g [Yarrowia lipolytica]
OG0010272										XP_068139592.1 uncharacterized protein YALI1_F35191g [Yarrowia lipolytica]
OG0010273										XP_068139593.1 uncharacterized protein YALI1_F35508g [Yarrowia lipolytica]
OG0010274										XP_068139594.1 uncharacterized protein YALI1_F35549g [Yarrowia lipolytica]
OG0010275										XP_068139595.1 uncharacterized protein YALI1_F35554g [Yarrowia lipolytica]
OG0010276										XP_068139596.1 uncharacterized protein YALI1_F35829g [Yarrowia lipolytica]
OG0010277										XP_068139597.1 uncharacterized protein YALI1_F35882g [Yarrowia lipolytica]
OG0010278										XP_068139598.1 uncharacterized protein YALI1_F35894g [Yarrowia lipolytica]
OG0010279										XP_068139599.1 uncharacterized protein YALI1_F36415g [Yarrowia lipolytica]
OG0010280										XP_068139600.1 uncharacterized protein YALI1_F36649g [Yarrowia lipolytica]
OG0010281										XP_068139601.1 uncharacterized protein YALI1_F36678g [Yarrowia lipolytica]
OG0010282										XP_068139602.1 uncharacterized protein YALI1_F36781g [Yarrowia lipolytica]
OG0010283										XP_068139605.1 uncharacterized protein YALI1_F36936g [Yarrowia lipolytica]
OG0010284										XP_068139606.1 uncharacterized protein YALI1_F36945g [Yarrowia lipolytica]
OG0010285										XP_068139607.1 uncharacterized protein YALI1_F37097g [Yarrowia lipolytica]
OG0010286										XP_068139609.1 uncharacterized protein YALI1_F37264g [Yarrowia lipolytica]
OG0010287										XP_068139610.1 uncharacterized protein YALI1_F37551g [Yarrowia lipolytica]
OG0010288										XP_068139611.1 uncharacterized protein YALI1_F38056g [Yarrowia lipolytica]
OG0010289										XP_068139612.1 uncharacterized protein YALI1_F38140g [Yarrowia lipolytica]
OG0010290										XP_068139616.1 uncharacterized protein YALI1_F38864g [Yarrowia lipolytica]
OG0010291										XP_068139618.1 uncharacterized protein YALI1_F39457g [Yarrowia lipolytica]
OG0010292										XP_068139620.1 uncharacterized protein YALI1_F39743g [Yarrowia lipolytica]
OG0010293										XP_068139621.1 uncharacterized protein YALI1_F39818g [Yarrowia lipolytica]
OG0010294										XP_068139622.1 uncharacterized protein YALI1_F39923g [Yarrowia lipolytica]
OG0010295										XP_499605.1 uncharacterized protein YALI1_A00148g [Yarrowia lipolytica]
OG0010296										XP_499611.2 uncharacterized protein YALI1_A00375g [Yarrowia lipolytica]
OG0010297										XP_499615.3 uncharacterized protein YALI1_A00504g [Yarrowia lipolytica]
OG0010298										XP_499616.2 uncharacterized protein YALI1_A00538g [Yarrowia lipolytica]
OG0010299										XP_499625.1 uncharacterized protein YALI1_A00829g [Yarrowia lipolytica]
OG0010300										XP_499626.3 uncharacterized protein YALI1_A00867g [Yarrowia lipolytica]
OG0010301										XP_499631.1 uncharacterized protein YALI1_A01122g [Yarrowia lipolytica]
OG0010302										XP_499636.2 uncharacterized protein YALI1_A01249g [Yarrowia lipolytica]
OG0010303										XP_499642.3 uncharacterized protein YALI1_A01537g [Yarrowia lipolytica]
OG0010304										XP_499653.3 uncharacterized protein YALI1_A01888g [Yarrowia lipolytica]
OG0010305										XP_499682.3 uncharacterized protein YALI1_A02653g [Yarrowia lipolytica]
OG0010306										XP_499684.3 uncharacterized protein YALI1_A02728g [Yarrowia lipolytica]
OG0010307										XP_499686.1 uncharacterized protein YALI1_A02813g [Yarrowia lipolytica]
OG0010308										XP_499700.2 uncharacterized protein YALI1_A03137g [Yarrowia lipolytica]
OG0010309										XP_499712.2 uncharacterized protein YALI1_A03396g [Yarrowia lipolytica]
OG0010310										XP_499719.2 uncharacterized protein YALI1_A03549g [Yarrowia lipolytica]
OG0010311										XP_499723.3 uncharacterized protein YALI1_A03669g [Yarrowia lipolytica]
OG0010312										XP_499732.1 uncharacterized protein YALI1_A03857g [Yarrowia lipolytica]
OG0010313										XP_499733.2 uncharacterized protein YALI1_A03883g [Yarrowia lipolytica]
OG0010314										XP_499734.2 uncharacterized protein YALI1_A03907g [Yarrowia lipolytica]
OG0010315										XP_499735.3 uncharacterized protein YALI1_A03937g [Yarrowia lipolytica]
OG0010316										XP_499737.2 uncharacterized protein YALI1_A04006g [Yarrowia lipolytica]
OG0010317										XP_499749.3 uncharacterized protein YALI1_A04495g [Yarrowia lipolytica]
OG0010318										XP_499755.1 uncharacterized protein YALI1_A04676g [Yarrowia lipolytica]
OG0010319										XP_499763.1 uncharacterized protein YALI1_A04893g [Yarrowia lipolytica]
OG0010320										XP_499765.1 uncharacterized protein YALI1_A04976g [Yarrowia lipolytica]
OG0010321										XP_499772.3 uncharacterized protein YALI1_A05168g [Yarrowia lipolytica]
OG0010322										XP_499775.3 uncharacterized protein YALI1_A05229g [Yarrowia lipolytica]
OG0010323										XP_499777.3 uncharacterized protein YALI1_A05259g [Yarrowia lipolytica]
OG0010324										XP_499787.3 uncharacterized protein YALI1_A05527g [Yarrowia lipolytica]
OG0010325										XP_499791.3 uncharacterized protein YALI1_A05701g [Yarrowia lipolytica]
OG0010326										XP_499807.4 uncharacterized protein YALI1_A06116g [Yarrowia lipolytica]
OG0010327										XP_499815.2 uncharacterized protein YALI1_A06381g [Yarrowia lipolytica]
OG0010328										XP_499822.3 uncharacterized protein YALI1_A06488g [Yarrowia lipolytica]
OG0010329										XP_499825.1 uncharacterized protein YALI1_A06591g [Yarrowia lipolytica]
OG0010330										XP_499832.1 uncharacterized protein YALI1_A06721g [Yarrowia lipolytica]
OG0010331										XP_499844.3 uncharacterized protein YALI1_A07137g [Yarrowia lipolytica]
OG0010332										XP_499845.1 uncharacterized protein YALI1_A07201g [Yarrowia lipolytica]
OG0010333										XP_499852.3 uncharacterized protein YALI1_A07318g [Yarrowia lipolytica]
OG0010334										XP_499856.2 uncharacterized protein YALI1_A07405g [Yarrowia lipolytica]
OG0010335										XP_499866.3 uncharacterized protein YALI1_A07768g [Yarrowia lipolytica]
OG0010336										XP_499879.3 uncharacterized protein YALI1_A08467g [Yarrowia lipolytica]
OG0010337										XP_499881.4 uncharacterized protein YALI1_A08486g [Yarrowia lipolytica]
OG0010338										XP_499893.3 uncharacterized protein YALI1_A08828g [Yarrowia lipolytica]
OG0010339										XP_499897.4 uncharacterized protein YALI1_A09010g [Yarrowia lipolytica]
OG0010340										XP_499901.1 uncharacterized protein YALI1_A09100g [Yarrowia lipolytica]
OG0010341										XP_499903.3 uncharacterized protein YALI1_A09166g [Yarrowia lipolytica]
OG0010342										XP_499908.2 uncharacterized protein YALI1_A09325g [Yarrowia lipolytica]
OG0010343										XP_499911.3 uncharacterized protein YALI1_A09397g [Yarrowia lipolytica]
OG0010344										XP_499913.3 uncharacterized protein YALI1_A09422g [Yarrowia lipolytica]
OG0010345										XP_499914.3 uncharacterized protein YALI1_A09444g [Yarrowia lipolytica]
OG0010346										XP_499932.2 uncharacterized protein YALI1_A10015g [Yarrowia lipolytica]
OG0010347										XP_499939.3 uncharacterized protein YALI1_A10199g [Yarrowia lipolytica]
OG0010348										XP_499941.3 uncharacterized protein YALI1_A10267g [Yarrowia lipolytica]
OG0010349										XP_499946.3 uncharacterized protein YALI1_A10468g [Yarrowia lipolytica]
OG0010350										XP_499954.3 uncharacterized protein YALI1_A10784g [Yarrowia lipolytica]
OG0010351										XP_499955.2 uncharacterized protein YALI1_A10798g [Yarrowia lipolytica]
OG0010352										XP_499970.1 uncharacterized protein YALI1_A11231g [Yarrowia lipolytica]
OG0010353										XP_499973.4 uncharacterized protein YALI1_A18414g [Yarrowia lipolytica]
OG0010354										XP_499984.3 uncharacterized protein YALI1_A11612g [Yarrowia lipolytica]
OG0010355										XP_499986.2 uncharacterized protein YALI1_A11676g [Yarrowia lipolytica]
OG0010356										XP_500003.1 uncharacterized protein YALI1_A12356g [Yarrowia lipolytica]
OG0010357										XP_500006.1 uncharacterized protein YALI1_A12437g [Yarrowia lipolytica]
OG0010358										XP_500008.3 uncharacterized protein YALI1_A12465g [Yarrowia lipolytica]
OG0010359										XP_500014.3 uncharacterized protein YALI1_A12617g [Yarrowia lipolytica]
OG0010360										XP_500015.1 uncharacterized protein YALI1_A12638g [Yarrowia lipolytica]
OG0010361										XP_500021.3 uncharacterized protein YALI1_A12852g [Yarrowia lipolytica]
OG0010362										XP_500026.2 uncharacterized protein YALI1_A13041g [Yarrowia lipolytica]
OG0010363										XP_500048.2 uncharacterized protein YALI1_A13877g [Yarrowia lipolytica]
OG0010364										XP_500055.1 uncharacterized protein YALI1_A14189g [Yarrowia lipolytica]
OG0010365										XP_500062.2 uncharacterized protein YALI1_A14368g [Yarrowia lipolytica]
OG0010366										XP_500071.3 uncharacterized protein YALI1_A14703g [Yarrowia lipolytica]
OG0010367										XP_500090.3 uncharacterized protein YALI1_A15414g [Yarrowia lipolytica]
OG0010368										XP_500094.1 uncharacterized protein YALI1_A15497g [Yarrowia lipolytica]
OG0010369										XP_500105.2 uncharacterized protein YALI1_A15766g [Yarrowia lipolytica]
OG0010370										XP_500117.3 uncharacterized protein YALI1_A16095g [Yarrowia lipolytica]
OG0010371										XP_500139.1 uncharacterized protein YALI1_A16681g [Yarrowia lipolytica]
OG0010372										XP_500148.4 uncharacterized protein YALI1_A17118g [Yarrowia lipolytica]
OG0010373										XP_500152.3 uncharacterized protein YALI1_A17289g [Yarrowia lipolytica]
OG0010374										XP_500153.3 uncharacterized protein YALI1_A17328g [Yarrowia lipolytica]
OG0010375										XP_500156.1 uncharacterized protein YALI1_A17401g [Yarrowia lipolytica]
