xp_id,locus_tag
XP_453332.1,KLLA0_D06061g
XP_453333.1,KLLA0_D06083g
XP_453334.1,KLLA0_D06105g
XP_453335.1,KLLA0_D06127g
XP_453336.1,KLLA0_D06149g
XP_453337.1,KLLA0_D06171g
XP_453338.1,KLLA0_D06193g
XP_453339.1,KLLA0_D06215g
XP_453340.1,KLLA0_D06237g
XP_453341.1,KLLA0_D06259g
XP_453342.1,KLLA0_D06281g
XP_453343.1,KLLA0_D06303g
XP_453345.1,KLLA0_D06380g
XP_453346.1,KLLA0_D06402g
XP_453347.1,KLLA0_D06424g
XP_453348.1,KLLA0_D06446g
XP_453350.1,KLLA0_D06479g
XP_453351.1,KLLA0_D06501g
XP_453352.1,KLLA0_D06523g
XP_453353.1,KLLA0_D06567g
XP_453354.1,KLLA0_D06589g
XP_453355.1,KLLA0_D06611g
XP_453356.1,KLLA0_D06633g
XP_453357.1,KLLA0_D06655g
XP_453358.1,KLLA0_D06677g
XP_453359.1,KLLA0_D06699g
XP_453360.1,KLLA0_D06721g
XP_453362.1,KLLA0_D06765g
XP_453363.1,KLLA0_D06787g
XP_453364.1,KLLA0_D06809g
XP_453365.1,KLLA0_D06831g
XP_453366.1,KLLA0_D06853g
XP_453367.1,KLLA0_D06875g
XP_453368.1,KLLA0_D06897g
XP_453369.1,KLLA0_D06919g
XP_453370.1,KLLA0_D06941g
XP_453371.1,KLLA0_D06963g
XP_453372.1,KLLA0_D06985g
XP_453373.1,KLLA0_D07007g
XP_453374.1,KLLA0_D07029g
XP_453375.1,KLLA0_D07051g
XP_453376.1,KLLA0_D07073g
XP_453377.1,KLLA0_D07095g
XP_453378.1,KLLA0_D07117g
XP_453379.1,KLLA0_D07139g
XP_453380.1,KLLA0_D07161g
XP_453383.1,KLLA0_D07216g
XP_453384.1,KLLA0_D07238g
XP_453385.1,KLLA0_D07260g
XP_453386.1,KLLA0_D07282g
XP_453387.1,KLLA0_D07304g
XP_453388.1,KLLA0_D07326g
XP_453389.1,KLLA0_D07348g
XP_453390.1,KLLA0_D07370g
XP_453392.1,KLLA0_D07405g
XP_453393.1,KLLA0_D07414g
XP_453394.1,KLLA0_D07436g
XP_453395.1,KLLA0_D07458g
XP_453396.1,KLLA0_D07480g
XP_453397.1,KLLA0_D07502g
XP_453398.1,KLLA0_D07524g
XP_453399.1,KLLA0_D07546g
XP_453400.1,KLLA0_D07568g
XP_002999371.1,KLLA0_D07579g
XP_453401.1,KLLA0_D07590g
XP_453402.1,KLLA0_D07612g
XP_453403.1,KLLA0_D07634g
XP_453404.1,KLLA0_D07656g
XP_453405.2,KLLA0_D07678g
XP_453406.1,KLLA0_D07700g
XP_453407.1,KLLA0_D07722g
XP_453408.1,KLLA0_D07744g
XP_453409.1,KLLA0_D07766g
XP_453410.1,KLLA0_D07788g
XP_453411.1,KLLA0_D07810g
XP_453412.1,KLLA0_D07832g
XP_453413.1,KLLA0_D07854g
XP_453414.1,KLLA0_D07876g
XP_453415.1,KLLA0_D07898g
XP_453416.1,KLLA0_D07920g
XP_453417.1,KLLA0_D07942g
XP_453418.1,KLLA0_D07964g
XP_453419.1,KLLA0_D07986g
XP_453420.1,KLLA0_D08008g
XP_453421.1,KLLA0_D08030g
XP_453422.1,KLLA0_D08052g
XP_453423.1,KLLA0_D08074g
XP_453424.1,KLLA0_D08096g
XP_453425.1,KLLA0_D08118g
XP_453426.1,KLLA0_D08184g
XP_453427.1,KLLA0_D08206g
XP_453429.1,KLLA0_D08239g
XP_453430.1,KLLA0_D08261g
XP_453431.1,KLLA0_D08283g
XP_453432.1,KLLA0_D08305g
XP_453433.1,KLLA0_D08327g
XP_453434.1,KLLA0_D08349g
XP_453435.1,KLLA0_D08371g
XP_453436.1,KLLA0_D08393g
XP_453437.1,KLLA0_D08415g
XP_453438.1,KLLA0_D08437g
XP_453439.1,KLLA0_D08459g
XP_453440.1,KLLA0_D08481g
XP_453441.1,KLLA0_D08503g
XP_453442.1,KLLA0_D08514g
XP_453443.1,KLLA0_D08536g
XP_453444.1,KLLA0_D08558g
XP_453445.1,KLLA0_D08580g
XP_453447.1,KLLA0_D08624g
XP_453448.1,KLLA0_D08646g
XP_453449.1,KLLA0_D08668g
XP_453450.1,KLLA0_D08690g
XP_453451.1,KLLA0_D08712g
XP_453452.1,KLLA0_D08734g
XP_453454.1,KLLA0_D08789g
XP_453455.1,KLLA0_D08811g
XP_453456.2,KLLA0_D08833g
XP_453457.1,KLLA0_D08866g
XP_453458.1,KLLA0_D08888g
XP_453459.1,KLLA0_D08910g
XP_453460.1,KLLA0_D08932g
XP_453461.1,KLLA0_D08954g
XP_453462.1,KLLA0_D08976g
XP_453463.1,KLLA0_D08998g
XP_453464.1,KLLA0_D09020g
XP_453465.1,KLLA0_D09042g
XP_453466.1,KLLA0_D09064g
XP_453467.1,KLLA0_D09086g
XP_453468.1,KLLA0_D09108g
XP_453469.1,KLLA0_D09130g
XP_453470.1,KLLA0_D09152g
XP_453471.1,KLLA0_D09174g
XP_453472.1,KLLA0_D09196g
XP_453473.1,KLLA0_D09218g
XP_453474.1,KLLA0_D09240g
XP_453475.1,KLLA0_D09262g
XP_453476.1,KLLA0_D09284g
XP_453477.1,KLLA0_D09306g
XP_453478.1,KLLA0_D09328g
XP_453479.1,KLLA0_D09350g
XP_453480.1,KLLA0_D09394g
XP_453481.1,KLLA0_D09416g
XP_453482.1,KLLA0_D09438g
XP_453483.2,KLLA0_D09460g
XP_453484.1,KLLA0_D09482g
XP_453485.1,KLLA0_D09504g
XP_453486.1,KLLA0_D09526g
XP_453488.1,KLLA0_D09559g
XP_453489.1,KLLA0_D09581g
XP_453490.1,KLLA0_D09603g
XP_453491.1,KLLA0_D09625g
XP_453492.1,KLLA0_D09647g
XP_453493.1,KLLA0_D09669g
XP_453494.1,KLLA0_D09691g
XP_453495.1,KLLA0_D09713g
XP_453496.1,KLLA0_D09735g
XP_453497.1,KLLA0_D09757g
XP_453498.1,KLLA0_D09779g
XP_453499.1,KLLA0_D09801g
XP_453500.1,KLLA0_D09867g
XP_453501.1,KLLA0_D09889g
XP_453502.1,KLLA0_D09911g
XP_453503.1,KLLA0_D09933g
XP_453504.1,KLLA0_D09955g
XP_453505.1,KLLA0_D09977g
XP_453506.1,KLLA0_D09999g
XP_453507.1,KLLA0_D10021g
XP_453508.1,KLLA0_D10043g
XP_453509.1,KLLA0_D10065g
XP_453511.1,KLLA0_D10109g
XP_453512.1,KLLA0_D10131g
XP_453513.1,KLLA0_D10153g
XP_453514.1,KLLA0_D10175g
XP_453515.1,KLLA0_D10197g
XP_453516.1,KLLA0_D10219g
XP_453517.1,KLLA0_D10241g
XP_453518.1,KLLA0_D10263g
XP_453519.1,KLLA0_D10285g
XP_453520.1,KLLA0_D10307g
XP_453521.1,KLLA0_D10329g
XP_453522.1,KLLA0_D10351g
XP_453523.1,KLLA0_D10373g
XP_453524.2,KLLA0_D10395g
XP_453525.1,KLLA0_D10417g
XP_453526.1,KLLA0_D10439g
XP_453527.1,KLLA0_D10461g
XP_453528.1,KLLA0_D10483g
XP_453529.2,KLLA0_D10505g
XP_453530.1,KLLA0_D10527g
XP_453531.1,KLLA0_D10549g
XP_453532.1,KLLA0_D10571g
XP_453533.1,KLLA0_D10593g
XP_453534.1,KLLA0_D10615g
XP_453535.1,KLLA0_D10637g
XP_453536.1,KLLA0_D10659g
XP_453537.1,KLLA0_D10681g
XP_453538.1,KLLA0_D10703g
XP_453540.1,KLLA0_D10736g
XP_453541.1,KLLA0_D10758g
XP_453542.1,KLLA0_D10780g
XP_453543.1,KLLA0_D10802g
XP_453544.1,KLLA0_D10824g
XP_453545.1,KLLA0_D10846g
XP_453546.1,KLLA0_D10868g
XP_453547.1,KLLA0_D10890g
XP_453548.1,KLLA0_D10912g
XP_453549.1,KLLA0_D10934g
XP_453550.1,KLLA0_D10956g
XP_453551.1,KLLA0_D10978g
XP_453552.1,KLLA0_D11000g
XP_453553.1,KLLA0_D11022g
XP_453554.1,KLLA0_D11044g
XP_453555.1,KLLA0_D11066g
XP_453556.1,KLLA0_D11088g
XP_453557.1,KLLA0_D11110g
XP_453558.1,KLLA0_D11132g
XP_002999372.1,KLLA0_D11143g
XP_453559.1,KLLA0_D11154g
XP_453560.1,KLLA0_D11198g
XP_453561.1,KLLA0_D11220g
XP_453562.1,KLLA0_D11242g
XP_453563.1,KLLA0_D11264g
XP_453564.1,KLLA0_D11286g
XP_453565.1,KLLA0_D11308g
XP_453566.1,KLLA0_D11330g
XP_453567.1,KLLA0_D11352g
XP_453568.1,KLLA0_D11374g
XP_453569.1,KLLA0_D11396g
XP_453570.1,KLLA0_D11418g
XP_453571.1,KLLA0_D11440g
XP_453572.1,KLLA0_D11462g
XP_453573.1,KLLA0_D11484g
XP_453574.1,KLLA0_D11506g
XP_453575.1,KLLA0_D11528g
XP_453576.1,KLLA0_D11550g
XP_453577.1,KLLA0_D11572g
XP_453578.1,KLLA0_D11594g
XP_453580.1,KLLA0_D11638g
XP_453581.1,KLLA0_D11660g
XP_453582.1,KLLA0_D11682g
XP_453583.1,KLLA0_D11704g
XP_453584.1,KLLA0_D11726g
XP_453585.1,KLLA0_D11748g
XP_453586.1,KLLA0_D11770g
XP_453587.1,KLLA0_D11792g
XP_453588.1,KLLA0_D11814g
XP_453589.1,KLLA0_D11836g
XP_453590.1,KLLA0_D11858g
XP_453591.1,KLLA0_D11880g
XP_453592.1,KLLA0_D11902g
XP_453593.1,KLLA0_D11924g
XP_453594.1,KLLA0_D11946g
XP_453595.1,KLLA0_D11968g
XP_453596.1,KLLA0_D11990g
XP_453597.1,KLLA0_D12012g
XP_453598.1,KLLA0_D12034g
XP_453599.1,KLLA0_D12056g
XP_453600.1,KLLA0_D12078g
XP_453601.1,KLLA0_D12100g
XP_453602.1,KLLA0_D12122g
XP_453603.1,KLLA0_D12144g
XP_453604.1,KLLA0_D12166g
XP_453605.1,KLLA0_D12188g
XP_453606.1,KLLA0_D12210g
XP_453607.1,KLLA0_D12232g
XP_453608.1,KLLA0_D12254g
XP_453609.2,KLLA0_D12276g
XP_453610.1,KLLA0_D12298g
XP_453611.1,KLLA0_D12320g
XP_453612.1,KLLA0_D12342g
XP_453613.1,KLLA0_D12364g
XP_453614.1,KLLA0_D12386g
XP_453615.1,KLLA0_D12408g
XP_453616.1,KLLA0_D12430g
XP_453617.1,KLLA0_D12452g
XP_453618.1,KLLA0_D12474g
XP_453619.1,KLLA0_D12496g
XP_453620.1,KLLA0_D12518g
XP_453621.1,KLLA0_D12540g
XP_453622.1,KLLA0_D12562g
XP_453623.1,KLLA0_D12584g
XP_453624.1,KLLA0_D12606g
XP_453625.1,KLLA0_D12628g
XP_453626.1,KLLA0_D12650g
XP_453627.1,KLLA0_D12672g
XP_453628.1,KLLA0_D12694g
XP_453629.1,KLLA0_D12716g
XP_453630.1,KLLA0_D12738g
XP_453631.1,KLLA0_D12760g
XP_453632.1,KLLA0_D12782g
XP_453633.1,KLLA0_D12804g
XP_453634.1,KLLA0_D12826g
XP_453635.1,KLLA0_D12848g
XP_453636.1,KLLA0_D12870g
XP_453637.1,KLLA0_D12892g
XP_453638.1,KLLA0_D12914g
XP_453639.1,KLLA0_D12936g
XP_453640.1,KLLA0_D12958g
XP_453641.1,KLLA0_D12980g
XP_453642.1,KLLA0_D13002g
XP_453643.1,KLLA0_D13024g
XP_453644.1,KLLA0_D13046g
XP_453645.1,KLLA0_D13068g
XP_002999373.1,KLLA0_D13079g
XP_453646.1,KLLA0_D13090g
XP_453647.1,KLLA0_D13112g
XP_453648.1,KLLA0_D13134g
XP_453649.1,KLLA0_D13156g
XP_453650.1,KLLA0_D13178g
XP_453651.1,KLLA0_D13200g
XP_453652.1,KLLA0_D13222g
XP_453653.1,KLLA0_D13244g
XP_453654.1,KLLA0_D13266g
XP_453655.1,KLLA0_D13288g
XP_453656.1,KLLA0_D13310g
XP_453657.1,KLLA0_D13332g
XP_453658.1,KLLA0_D13354g
XP_453659.1,KLLA0_D13376g
XP_453660.1,KLLA0_D13398g
XP_453661.1,KLLA0_D13420g
XP_453662.1,KLLA0_D13442g
XP_453663.1,KLLA0_D13464g
XP_453664.1,KLLA0_D13486g
XP_453665.1,KLLA0_D13508g
XP_453666.1,KLLA0_D13530g
XP_453667.2,KLLA0_D13552g
XP_453668.2,KLLA0_D13574g
XP_453669.1,KLLA0_D13596g
XP_453670.1,KLLA0_D13618g
XP_453671.1,KLLA0_D13640g
XP_453672.1,KLLA0_D13662g
XP_453673.1,KLLA0_D13684g
XP_453674.1,KLLA0_D13706g
XP_453675.1,KLLA0_D13728g
XP_453676.1,KLLA0_D13750g
XP_453677.1,KLLA0_D13772g
XP_453678.1,KLLA0_D13816g
XP_453679.1,KLLA0_D13838g
XP_453680.1,KLLA0_D13860g
XP_002999374.1,KLLA0_D13871g
XP_453681.1,KLLA0_D13882g
XP_453682.2,KLLA0_D13904g
XP_453683.1,KLLA0_D13926g
XP_453684.1,KLLA0_D13948g
XP_453685.1,KLLA0_D13970g
XP_453686.1,KLLA0_D13992g
XP_453687.1,KLLA0_D14014g
XP_453688.1,KLLA0_D14036g
XP_453689.1,KLLA0_D14058g
XP_453692.1,KLLA0_D14113g
XP_453693.1,KLLA0_D14135g
XP_453695.1,KLLA0_D14157g
XP_453696.1,KLLA0_D14201g
XP_453697.1,KLLA0_D14289g
XP_453698.1,KLLA0_D14311g
XP_453699.1,KLLA0_D14333g
XP_453700.1,KLLA0_D14355g
XP_453701.1,KLLA0_D14377g
XP_453702.1,KLLA0_D14399g
XP_453703.1,KLLA0_D14421g
XP_453704.1,KLLA0_D14487g
XP_453705.1,KLLA0_D14509g
XP_453706.1,KLLA0_D14531g
XP_453707.1,KLLA0_D14553g
XP_453708.1,KLLA0_D14575g
XP_453709.1,KLLA0_D14641g
XP_453710.1,KLLA0_D14663g
XP_453711.1,KLLA0_D14685g
XP_453712.1,KLLA0_D14707g
XP_453715.1,KLLA0_D14762g
XP_453716.1,KLLA0_D14806g
XP_453717.1,KLLA0_D14828g
XP_453719.1,KLLA0_D14861g
XP_453720.1,KLLA0_D14883g
XP_453721.1,KLLA0_D14905g
XP_453722.1,KLLA0_D14927g
XP_453723.1,KLLA0_D14949g
XP_453724.1,KLLA0_D14971g
XP_453725.1,KLLA0_D14993g
XP_453726.1,KLLA0_D15015g
XP_453727.1,KLLA0_D15037g
XP_453728.1,KLLA0_D15059g
XP_453729.1,KLLA0_D15081g
XP_453730.1,KLLA0_D15103g
XP_453731.1,KLLA0_D15125g
XP_453732.1,KLLA0_D15136g
XP_453733.1,KLLA0_D15158g
XP_453734.1,KLLA0_D15180g
XP_453735.1,KLLA0_D15202g
XP_453736.1,KLLA0_D15224g
XP_453737.1,KLLA0_D15246g
XP_453738.1,KLLA0_D15268g
XP_453739.1,KLLA0_D15290g
XP_453740.2,KLLA0_D15312g
XP_453741.1,KLLA0_D15334g
XP_453742.1,KLLA0_D15356g
XP_453743.1,KLLA0_D15378g
XP_453744.1,KLLA0_D15400g
XP_453746.1,KLLA0_D15455g
XP_453747.1,KLLA0_D15521g
XP_453748.1,KLLA0_D15543g
XP_453749.1,KLLA0_D15565g
XP_002999375.1,KLLA0_D15576g
XP_453750.1,KLLA0_D15631g
XP_453751.1,KLLA0_D15653g
XP_453752.1,KLLA0_D15697g
XP_453753.1,KLLA0_D15719g
XP_453754.1,KLLA0_D15741g
XP_453755.1,KLLA0_D15763g
XP_453756.1,KLLA0_D15807g
XP_453757.1,KLLA0_D15829g
XP_453758.1,KLLA0_D15851g
XP_453759.1,KLLA0_D15873g
XP_453760.1,KLLA0_D15895g
XP_453761.1,KLLA0_D15917g
XP_453762.1,KLLA0_D15939g
XP_453763.1,KLLA0_D15961g
XP_453764.1,KLLA0_D15983g
XP_453765.1,KLLA0_D16005g
XP_453766.1,KLLA0_D16027g
XP_453767.1,KLLA0_D16049g
XP_453768.1,KLLA0_D16071g
XP_453769.1,KLLA0_D16093g
XP_453770.1,KLLA0_D16115g
XP_453771.1,KLLA0_D16137g
XP_453772.1,KLLA0_D16148g
XP_453773.1,KLLA0_D16170g
XP_453774.1,KLLA0_D16192g
XP_453775.1,KLLA0_D16214g
XP_453776.1,KLLA0_D16236g
XP_453778.1,KLLA0_D16280g
XP_453779.1,KLLA0_D16302g
XP_453780.1,KLLA0_D16324g
XP_453781.1,KLLA0_D16346g
XP_453782.1,KLLA0_D16368g
XP_453783.1,KLLA0_D16390g
XP_453784.1,KLLA0_D16412g
XP_453785.1,KLLA0_D16434g
XP_453786.1,KLLA0_D16456g
XP_453787.1,KLLA0_D16478g
XP_453788.1,KLLA0_D16500g
XP_453789.1,KLLA0_D16522g
XP_453790.1,KLLA0_D16544g
XP_453791.1,KLLA0_D16566g
XP_453792.1,KLLA0_D16588g
XP_453793.1,KLLA0_D16610g
XP_453794.1,KLLA0_D16632g
XP_453795.1,KLLA0_D16654g
XP_453796.1,KLLA0_D16676g
XP_453798.1,KLLA0_D16709g
XP_453799.1,KLLA0_D16731g
XP_453800.1,KLLA0_D16753g
XP_453801.1,KLLA0_D16775g
XP_453802.1,KLLA0_D16797g
XP_453804.1,KLLA0_D16830g
XP_453805.1,KLLA0_D16852g
XP_453806.1,KLLA0_D16874g
XP_453807.1,KLLA0_D16896g
XP_453808.1,KLLA0_D16918g
XP_453809.1,KLLA0_D16940g
XP_453810.1,KLLA0_D16962g
XP_453811.1,KLLA0_D16984g
XP_453812.1,KLLA0_D17006g
XP_453813.1,KLLA0_D17028g
XP_453814.1,KLLA0_D17050g
XP_453815.1,KLLA0_D17072g
XP_453816.1,KLLA0_D17094g
XP_453817.1,KLLA0_D17116g
XP_002999376.1,KLLA0_D17127g
XP_453818.1,KLLA0_D17138g
XP_453819.1,KLLA0_D17160g
XP_453820.1,KLLA0_D17182g
XP_453821.1,KLLA0_D17204g
XP_453822.1,KLLA0_D17226g
XP_453823.1,KLLA0_D17248g
XP_453824.1,KLLA0_D17270g
XP_453825.1,KLLA0_D17292g
XP_453826.1,KLLA0_D17314g
XP_453827.1,KLLA0_D17336g
XP_453828.1,KLLA0_D17358g
XP_453829.1,KLLA0_D17380g
XP_453830.1,KLLA0_D17402g
XP_453831.1,KLLA0_D17424g
XP_453832.1,KLLA0_D17446g
XP_453838.2,KLLA0_D17600g
XP_453844.2,KLLA0_D17732g
XP_453850.1,KLLA0_D17864g
XP_453854.1,KLLA0_D17952g
XP_453858.1,KLLA0_D18029g
XP_453859.1,KLLA0_D18051g
XP_453860.1,KLLA0_D18073g
XP_453861.1,KLLA0_D18095g
XP_453862.1,KLLA0_D18117g
XP_453863.1,KLLA0_D18139g
XP_453864.1,KLLA0_D18161g
XP_453865.1,KLLA0_D18172g
XP_453866.1,KLLA0_D18194g
XP_453867.1,KLLA0_D18216g
XP_453868.1,KLLA0_D18238g
XP_453869.1,KLLA0_D18260g
XP_453870.1,KLLA0_D18282g
XP_453871.1,KLLA0_D18304g
XP_453872.1,KLLA0_D18326g
XP_453873.1,KLLA0_D18348g
XP_453874.1,KLLA0_D18370g
XP_453875.1,KLLA0_D18392g
XP_453876.1,KLLA0_D18414g
XP_453877.1,KLLA0_D18436g
XP_453878.1,KLLA0_D18458g
XP_453879.1,KLLA0_D18480g
XP_453880.1,KLLA0_D18502g
XP_453882.1,KLLA0_D18535g
XP_453883.1,KLLA0_D18557g
XP_453885.1,KLLA0_D18601g
XP_453886.1,KLLA0_D18623g
XP_453887.1,KLLA0_D18645g
XP_453888.1,KLLA0_D18667g
XP_453889.1,KLLA0_D18689g
XP_453890.1,KLLA0_D18711g
XP_453891.1,KLLA0_D18733g
XP_453892.1,KLLA0_D18755g
XP_453893.1,KLLA0_D18777g
XP_453894.1,KLLA0_D18799g
XP_453895.1,KLLA0_D18821g
XP_453896.1,KLLA0_D18843g
XP_453897.1,KLLA0_D18865g
XP_453898.1,KLLA0_D18887g
XP_453899.1,KLLA0_D18909g
XP_453901.1,KLLA0_D18942g
XP_453902.1,KLLA0_D18964g
XP_453903.1,KLLA0_D18986g
XP_453904.1,KLLA0_D19008g
XP_453906.1,KLLA0_D19041g
XP_453907.1,KLLA0_D19063g
XP_453910.1,KLLA0_D19118g
XP_002999377.1,KLLA0_D19129g
XP_453911.1,KLLA0_D19140g
XP_453912.1,KLLA0_D19162g
XP_453913.1,KLLA0_D19184g
XP_453914.1,KLLA0_D19206g
XP_453915.1,KLLA0_D19228g
XP_453916.1,KLLA0_D19250g
XP_453917.1,KLLA0_D19272g
XP_453918.1,KLLA0_D19294g
XP_453919.1,KLLA0_D19316g
XP_453920.1,KLLA0_D19338g
XP_453921.1,KLLA0_D19360g
XP_453922.1,KLLA0_D19382g
XP_453923.1,KLLA0_D19404g
XP_453924.1,KLLA0_D19426g
XP_453925.1,KLLA0_D19448g
XP_453926.1,KLLA0_D19470g
XP_453927.1,KLLA0_D19492g
XP_453928.1,KLLA0_D19514g
XP_453929.1,KLLA0_D19536g
XP_453930.1,KLLA0_D19558g
XP_453931.1,KLLA0_D19580g
XP_453932.1,KLLA0_D19602g
XP_453933.1,KLLA0_D19624g
XP_453934.1,KLLA0_D19646g
XP_453937.1,KLLA0_D19701g
XP_453938.1,KLLA0_D19723g
XP_453939.1,KLLA0_D19745g
XP_453940.1,KLLA0_D19767g
XP_453941.1,KLLA0_D19789g
XP_453942.1,KLLA0_D19811g
XP_453943.1,KLLA0_D19833g
XP_453944.1,KLLA0_D19855g
XP_453945.1,KLLA0_D19877g
XP_453946.1,KLLA0_D19899g
XP_453947.1,KLLA0_D19921g
XP_002999378.1,KLLA0_D19929g
XP_002999379.1,KLLA0_D19933g
XP_002999380.1,KLLA0_D19941g
XP_002999381.1,KLLA0_D19945g
XP_002999382.1,KLLA0_D19949g
XP_002999383.1,KLLA0_D19953g
XP_002999384.1,KLLA0_D19957g
XP_453949.2,KLLA0_D19965g
XP_453950.2,KLLA0_D19987g
XP_453951.1,KLLA0_D20009g
XP_453952.2,KLLA0_D20031g
XP_453953.1,KLLA0_E00111g
XP_453954.1,KLLA0_E00133g
XP_002999385.1,KLLA0_E00155g
XP_453955.1,KLLA0_E00177g
XP_453956.1,KLLA0_E00221g
XP_453957.1,KLLA0_E00243g
XP_453958.1,KLLA0_E00265g
XP_453960.1,KLLA0_E00287g
XP_453961.1,KLLA0_E00309g
XP_453962.1,KLLA0_E00397g
XP_453963.1,KLLA0_E00419g
XP_453965.1,KLLA0_E00441g
XP_453967.1,KLLA0_E00463g
XP_453968.1,KLLA0_E00485g
XP_453969.1,KLLA0_E00507g
XP_453970.1,KLLA0_E00529g
XP_453971.1,KLLA0_E00551g
XP_002999386.1,KLLA0_E00573g
XP_453973.1,KLLA0_E00595g
XP_453974.1,KLLA0_E00617g
XP_453975.1,KLLA0_E00639g
XP_453976.1,KLLA0_E00661g
XP_453977.1,KLLA0_E00683g
XP_453978.1,KLLA0_E00705g
XP_453979.1,KLLA0_E00727g
XP_453980.1,KLLA0_E00749g
XP_453981.1,KLLA0_E00771g
XP_453982.1,KLLA0_E00793g
XP_453983.1,KLLA0_E00815g
XP_453984.1,KLLA0_E00837g
XP_453987.1,KLLA0_E00859g
XP_453988.1,KLLA0_E00881g
XP_453989.1,KLLA0_E00903g
XP_453990.1,KLLA0_E00925g
XP_453991.1,KLLA0_E00947g
XP_453992.1,KLLA0_E00969g
XP_002999387.1,KLLA0_E00991g
XP_453994.1,KLLA0_E01013g
XP_453995.1,KLLA0_E01035g
XP_453996.1,KLLA0_E01057g
XP_453997.1,KLLA0_E01079g
XP_453998.1,KLLA0_E01101g
XP_454000.1,KLLA0_E01145g
XP_454001.1,KLLA0_E01167g
XP_454002.1,KLLA0_E01189g
XP_454003.1,KLLA0_E01211g
XP_454004.1,KLLA0_E01233g
XP_454005.1,KLLA0_E01255g
XP_454006.1,KLLA0_E01277g
XP_454007.1,KLLA0_E01299g
XP_454008.1,KLLA0_E01321g
XP_454009.1,KLLA0_E01343g
XP_454010.1,KLLA0_E01365g
XP_454011.1,KLLA0_E01387g
XP_454012.1,KLLA0_E01409g
XP_454013.1,KLLA0_E01431g
XP_454014.1,KLLA0_E01453g
XP_454015.1,KLLA0_E01475g
XP_454016.1,KLLA0_E01497g
XP_454017.1,KLLA0_E01541g
XP_454018.1,KLLA0_E01563g
XP_002999388.1,KLLA0_E01585g
XP_454020.1,KLLA0_E01607g
XP_454021.1,KLLA0_E01629g
XP_454022.1,KLLA0_E01651g
XP_454023.1,KLLA0_E01673g
XP_454024.1,KLLA0_E01695g
XP_454025.1,KLLA0_E01717g
XP_454026.1,KLLA0_E01739g
XP_454027.1,KLLA0_E01761g
XP_454028.1,KLLA0_E01783g
XP_454029.1,KLLA0_E01805g
XP_454030.1,KLLA0_E01827g
XP_454031.1,KLLA0_E01849g
XP_454032.1,KLLA0_E01871g
XP_454033.1,KLLA0_E01893g
XP_454034.1,KLLA0_E01915g
XP_454035.1,KLLA0_E01937g
XP_454036.1,KLLA0_E01959g
XP_454037.1,KLLA0_E01981g
XP_454038.1,KLLA0_E02003g
XP_454039.1,KLLA0_E02025g
XP_454040.1,KLLA0_E02047g
XP_454041.1,KLLA0_E02069g
XP_454042.1,KLLA0_E02091g
XP_454043.1,KLLA0_E02113g
XP_454044.1,KLLA0_E02135g
XP_454045.1,KLLA0_E02157g
XP_454046.1,KLLA0_E02179g
XP_454047.1,KLLA0_E02201g
XP_454048.1,KLLA0_E02223g
XP_454049.1,KLLA0_E02245g
XP_454050.1,KLLA0_E02267g
XP_454051.1,KLLA0_E02289g
XP_454052.1,KLLA0_E02311g
XP_454053.1,KLLA0_E02333g
XP_454054.1,KLLA0_E02355g
XP_454055.1,KLLA0_E02377g
XP_454056.1,KLLA0_E02399g
XP_454057.1,KLLA0_E02421g
XP_454058.1,KLLA0_E02443g
XP_002999389.1,KLLA0_E02465g
XP_454059.1,KLLA0_E02487g
XP_454060.1,KLLA0_E02509g
XP_454061.1,KLLA0_E02531g
XP_002999390.1,KLLA0_E02553g
XP_454062.1,KLLA0_E02575g
XP_454063.1,KLLA0_E02597g
XP_454064.1,KLLA0_E02619g
XP_454065.1,KLLA0_E02641g
XP_454066.1,KLLA0_E02663g
XP_454067.1,KLLA0_E02685g
XP_454068.1,KLLA0_E02707g
XP_454069.1,KLLA0_E02729g
XP_454070.1,KLLA0_E02751g
XP_454071.1,KLLA0_E02773g
XP_002999391.1,KLLA0_E02795g
XP_454072.1,KLLA0_E02817g
XP_454073.1,KLLA0_E02839g
XP_454074.1,KLLA0_E02861g
XP_454075.1,KLLA0_E02883g
XP_454076.1,KLLA0_E02905g
XP_454077.1,KLLA0_E02927g
XP_002999392.1,KLLA0_E02949g
XP_454079.1,KLLA0_E02971g
XP_454080.1,KLLA0_E02993g
XP_454081.1,KLLA0_E03015g
XP_454082.1,KLLA0_E03037g
XP_454083.1,KLLA0_E03059g
XP_454084.1,KLLA0_E03081g
XP_454085.1,KLLA0_E03103g
XP_454086.1,KLLA0_E03125g
XP_454087.1,KLLA0_E03147g
XP_454088.1,KLLA0_E03169g
XP_454089.1,KLLA0_E03191g
XP_454090.1,KLLA0_E03213g
XP_454091.1,KLLA0_E03235g
XP_454092.1,KLLA0_E03257g
XP_454093.1,KLLA0_E03279g
XP_454094.1,KLLA0_E03301g
XP_454095.1,KLLA0_E03323g
XP_454096.1,KLLA0_E03345g
XP_454097.1,KLLA0_E03367g
XP_454098.1,KLLA0_E03411g
XP_454099.1,KLLA0_E03433g
XP_454100.1,KLLA0_E03455g
XP_454101.1,KLLA0_E03477g
XP_454102.1,KLLA0_E03499g
XP_454103.1,KLLA0_E03521g
XP_454104.1,KLLA0_E03543g
XP_454105.1,KLLA0_E03565g
XP_454106.1,KLLA0_E03587g
XP_454107.1,KLLA0_E03609g
