Orthogroup	C_glabrata	S_cerevisiae
OG0004457	QNG16799.1 uncharacterized protein GWK60_M02079 [Nakaseomyces glabratus]	"YPL156C PRM4 SGDID_S000006077_ Chr XVI from 256767-255913_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Pheromone-regulated protein proposed to be involved in mating; predicted to have 1 transmembrane segment; transcriptionally regulated by Ste12p during mating and by Cat8p during the diauxic shift"""
OG0004459	QNG16838.1 uncharacterized protein GWK60_M02937 [Nakaseomyces glabratus]	"YMR282C AEP2 SGDID_S000004895_ Chr XIII from 835098-833356_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Mitochondrial protein; likely involved in translation of the mitochondrial OLI1 mRNA; exhibits genetic interaction with the OLI1 mRNA 5'-untranslated leader"""
OG0004460	QNG16846.1 uncharacterized protein GWK60_M03113 [Nakaseomyces glabratus]	"YEL020C PXP1 SGDID_S000000746_ Chr V from 120299-118617_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Peroxisomal matrix protein; well-conserved in fungi; contains tripartite homology domain of thiamine pyrophosphate _TPP_ enzymes; targeted to peroxisomes by Pex5p; contains low sequence identity with Pdc1p; mRNA identified as translated by ribosome profiling data"""
OG0004461	QNG16866.1 uncharacterized protein GWK60_M03597 [Nakaseomyces glabratus]	"YNL295W MRX6 SGDID_S000005239_ Chr XIV from 76946-78520_ Genome Release 64-5-1_ Verified ORF_ ""Mitochondrial ribosome-associated protein; regulates mitochondrial DNA copy number and the size and distribution of mtDNA nucleoids; subunit of a complex containing Pet20p_ Mam33p_ and Pim1p that may regulate mtDNA replication; member of the PET20 domain-containing protein family; forms foci that partially co-localize with mtDNA"""
OG0004462	QNG16872.1 uncharacterized protein GWK60_M03729 [Nakaseomyces glabratus]	"YNL304W YPT11 SGDID_S000005248_ Chr XIV from 60297-61550_ Genome Release 64-5-1_ Verified ORF_ ""Rab GTPase; Myo2p-binding protein implicated in mother-to-bud transport of cortical endoplasmic reticulum _ER__ late Golgi_ and mitochondria during cell division; function is regulated at multiple levels; abundance of active Ypt11p forms is controlled by phosphorylation status and degradation; normally a low-abundance protein whose ER localization is only detected when protein is highly over expressed"""
OG0004463	QNG16877.1 uncharacterized protein GWK60_M03839 [Nakaseomyces glabratus]	"YNL309W STB1 SGDID_S000005253_ Chr XIV from 52662-53924_ Genome Release 64-5-1_ Verified ORF_ ""Protein with role in regulation of MBF-specific transcription at Start; phosphorylated by Cln-Cdc28p kinases in vitro; unphosphorylated form binds Swi6p_ which is required for Stb1p function; expression is cell-cycle regulated; STB1 has a paralog_ YOL131W_ that arose from the whole genome duplication"""
OG0004464	QNG16879.1 uncharacterized protein GWK60_M03883 [Nakaseomyces glabratus]	"YNL311C SKP2 SGDID_S000005255_ Chr XIV from 51688-49397_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""F-box protein of unknown function; predicted to be part of an SCF ubiquitin protease complex; involved in regulating protein levels of sulfur metabolism enzymes; may interact with ribosomes_ based on co-purification experiments"""
OG0004465	QNG16909.1 uncharacterized protein GWK60_M04543 [Nakaseomyces glabratus]	"YLR146W-A YLR146W-A SGDID_S000113566_ Chr XII from 433870-434058_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function"""
OG0004466	QNG16941.1 uncharacterized protein GWK60_M05313 [Nakaseomyces glabratus]	"YBR201W DER1 SGDID_S000000405_ Chr II from 623576-624211_ Genome Release 64-5-1_ Verified ORF_ ""ER membrane protein that promotes export of misfolded polypeptides; required for ER-associated protein degradation of misfolded or unassembled proteins; initiates export of aberrant polypeptides from ER lumen by threading them into ER membrane and routing them to Hrd1p for ubiquitination; function normally requires N-terminal acetylation by NatB; N- and C- termini protrude into cytoplasm; similar to Dfm1p; homolog of mammalian derlin-1"""
OG0004467	QNG16965.1 uncharacterized protein GWK60_M05863 [Nakaseomyces glabratus]	"YKR064W OAF3 SGDID_S000001772_ Chr XI from 562547-565138_ Genome Release 64-5-1_ Verified ORF_ ""Putative transcriptional repressor with Zn_2_-Cys_6_ finger; negatively regulates transcription in response to oleate levels_ based on mutant phenotype and localization to oleate-responsive promoters; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies; forms nuclear foci upon DNA replication stress"""
OG0004468	QNG16967.1 uncharacterized protein GWK60_M05907 [Nakaseomyces glabratus]	"YKR049C FMP46 SGDID_S000001757_ Chr XI from 527231-526830_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Putative redox protein containing a thioredoxin fold; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
OG0004469	QNG16969.1 uncharacterized protein GWK60_M05951 [Nakaseomyces glabratus]	"YKR046C PLN1 SGDID_S000001754_ Chr XI from 525074-524223_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Perilipin_ involved in formation and stability of lipid droplets; expression pattern suggests a role in respiratory growth; computational analysis of large-scale protein-protein interaction data suggests a role in ATP/ADP exchange"""
OG0004470	QNG16972.1 PEX32 [Nakaseomyces glabratus]	"YBR168W PEX32 SGDID_S000000372_ Chr II from 572371-573612_ Genome Release 64-5-1_ Verified ORF_ ""Peroxisomal integral membrane protein; involved in negative regulation of peroxisome size; partially functionally redundant with Pex31p; genetic interactions suggest action at a step downstream of steps mediated by Pex28p and Pex29p"""
OG0004471	QNG17009.1 uncharacterized protein GWK60_M06853 [Nakaseomyces glabratus]	"YNL024C EFM6 SGDID_S000004969_ Chr XIV from 587847-587107_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative S-adenosylmethionine-dependent lysine methyltransferase; responsible for modifying Lys-390 in translational elongation factor EF-1 alpha _eEF1A_; has seven beta-strand methyltransferase motif; green fluorescent protein _GFP_-fusion protein localizes to the cytoplasm"""
OG0004472	QNG17014.1 uncharacterized protein GWK60_M06963 [Nakaseomyces glabratus]	"YCR075W-A EGO2 SGDID_S000028519_ Chr III from 248975-249202_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the EGO/GSE complex; the vacuolar/endosomal membrane associated EGO/GSE complex regulates exit from rapamycin-induced growth arrest_ stimulating microautophagy and sorting of Gap1p from the endosome to the plasma membrane; identified by homology to Ashbya gossypii; EGO2 has a paralog_ EGO4_ that arose from the whole genome duplication"""
OG0004473	QNG17024.1 uncharacterized protein GWK60_M07183 [Nakaseomyces glabratus]	"YHR195W NVJ1 SGDID_S000001238_ Chr VIII from 490747-491712_ Genome Release 64-5-1_ Verified ORF_ ""Nuclear envelope protein; anchored to nuclear inner membrane_ interacts with vacuolar membrane protein Vac8p to promote formation of nucleus-vacuole junctions during piecemeal microautophagy of the nucleus _PMN_; targeted to vacuole via AP-3 pathway"""
OG0004474	QNG17049.1 uncharacterized protein GWK60_M07799 [Nakaseomyces glabratus]	"YJR021C REC107 SGDID_S000003782_ Chr X from 469183-468555_469579-469264_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in early stages of meiotic recombination; involved in coordination between the initiation of recombination and the first division of meiosis; part of a complex _Rec107p-Mei4p-Rec114p_ required for ds break formation"""
OG0004475	QNG17089.1 SWM1 [Nakaseomyces glabratus]	"YDR260C SWM1 SGDID_S000002668_ Chr IV from 977229-976717_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the anaphase-promoting complex _APC_; APC is an E3 ubiquitin ligase that regulates the metaphase-anaphase transition and exit from mitosis; required for activation of the daughter-specific gene expression and spore wall maturation"""
OG0004476	QNG17119.1 uncharacterized protein GWK60_M09427 [Nakaseomyces glabratus]	"YMR160W CVM1 SGDID_S000004770_ Chr XIII from 575066-577516_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in sphingolipid metabolism; localizes to vacuolar contact sites with mitochondria_ ER and peroxisomes; mutant has enhanced sensitivity to overexpression of mutant huntingtin; relative distribution within the vacuolar membrane changes upon DNA replication stress"""
OG0004477	QNG17140.1 uncharacterized protein GWK60_M09889 [Nakaseomyces glabratus]	"YLR404W SEI1 SGDID_S000004396_ Chr XII from 928743-929600_ Genome Release 64-5-1_ Verified ORF_ ""Seipin involved in lipid droplet _LD_ assembly; controls lipid particle morphology_ number_ and size; promotes initiation of LD formation on the ER; ensures that LDs bud from the ER towards the cytosolic side of the membrane; forms a complex with Ldb16p at ER-LD contact sites_ stabilizing these sites; null mutants have localized accumulation of phosphatidic acid _PA_ marker proteins; BSCL2_ human homolog implicated in congenital lipodystrophy_ complements yeast null mutant"""
OG0004478	QNG17243.1 uncharacterized protein GWK60_M12199 [Nakaseomyces glabratus]	"YAL047C SPC72 SGDID_S000000045_ Chr I from 56857-54989_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Gamma-tubulin small complex _gamma-TuSC_ receptor; recruits the gamma-TuSC complex to the cytoplasmic side of the SPB_ connecting nuclear microtubules to the SPB; involved in astral microtubule formation_ stabilization_ and with Stu2p_ anchoring astral MTs at the cytoplasmic face of the SPB_ and regulating plus-end MT dynamics; regulated by Cdc5 kinase"""
OG0004479	QNG17252.1 uncharacterized protein GWK60_M12397 [Nakaseomyces glabratus]	"YIL055C YIL055C SGDID_S000001317_ Chr IX from 253925-252042_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function"""
OG0004480	QNG17263.1 uncharacterized protein GWK60_M12661 [Nakaseomyces glabratus]	"YIL071C PCI8 SGDID_S000001333_ Chr IX from 229994-228660_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Possible shared subunit of Cop9 signalosome _CSN_ and eIF3; binds eIF3b subunit Prt1p_ has possible dual functions in transcriptional and translational control_ contains a PCI _Proteasome-COP9 signalosome _CSN_-eIF3_ domain"""
OG0004481	QNG17282.1 uncharacterized protein GWK60_M13079 [Nakaseomyces glabratus]	"YKL048C ELM1 SGDID_S000001531_ Chr XI from 349136-347214_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Serine/threonine protein kinase; regulates the orientation checkpoint_ the morphogenesis checkpoint and the metabolic switch from fermentative to oxidative metabolism by phosphorylating the activation loop of Kin4p_ Hsl1p and Snf1p respectively; cooperates with Hsl7p in recruiting Hsl1p to the septin ring_ a prerequisite for subsequent recruitment_ phosphorylation_ and degradation of Swe1p; forms part of the bud neck ring; regulates cytokinesis"""
OG0004482	QNG17291.1 uncharacterized protein GWK60_M13299 [Nakaseomyces glabratus]	"YHR184W SSP1 SGDID_S000001227_ Chr VIII from 472744-474459_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in the control of meiotic nuclear division; involved in the coordination of meiosis with spore formation; subunit of the leading edge protein _LEP_ complex _Ssp1-Ady3-Don1-Irc10_ that forms a ring-like structure at the leading edge of the prospore membrane during meiosis II; required for assembly of the leading edge coat and both prospore membrane shaping and organization; transcription is induced midway through meiosis"""
OG0004483	QNG17305.1 uncharacterized protein GWK60_M13607 [Nakaseomyces glabratus]	"YMR298W LIP1 SGDID_S000004913_ Chr XIII from 863819-864271_ Genome Release 64-5-1_ Verified ORF_ ""Ceramide synthase subunit; single-span ER membrane protein associated with Lag1p and Lac1p and required for ceramide synthase activity_ null mutant grows extremely slowly and is defective in ceramide synthesis"""
OG0004546	QNG12744.1 uncharacterized protein GWK60_C04961 [Nakaseomyces glabratus]	"YDL232W OST4 SGDID_S000002391_ Chr IV from 38487-38597_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the oligosaccharyltransferase complex of the ER lumen; complex catalyzes protein asparagine-linked glycosylation; type I membrane protein required for incorporation of Ost3p or Ost6p into the OST complex"""
OG0004571	QNG13421.1 uncharacterized protein GWK60_F02233 [Nakaseomyces glabratus]	"YJL205C NCE101 SGDID_S000003742_ Chr X from 50268-50139_50443-50412_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; involved in secretion of proteins that lack classical secretory signal sequences; SWAT-GFP and mCherry fusion proteins localize to the cytosol"""
OG0004583	QNG12150.1 uncharacterized protein GWK60_A00979 [Nakaseomyces glabratus]	"YPL272C PBI1 SGDID_S000006193_ Chr XVI from 28164-26611_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; gene expression induced in response to ketoconazole; YPL272C is not an essential gene"""
OG0004584	QNG12168.1 uncharacterized protein GWK60_A01397 [Nakaseomyces glabratus]	"YGL032C AGA2 SGDID_S000003000_ Chr VII from 436833-436570_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Adhesion subunit of a-agglutinin of a-cells; C-terminal sequence acts as a ligand for alpha-agglutinin _Sag1p_ during agglutination_ modified with O-linked oligomannosyl chains_ linked to anchorage subunit Aga1p via two disulfide bonds"""
OG0004585	QNG12187.1 uncharacterized protein GWK60_A01837 [Nakaseomyces glabratus]	"YOL025W LAG2 SGDID_S000005385_ Chr XV from 274957-276939_ Genome Release 64-5-1_ Verified ORF_ ""Protein that negatively regulates the SCF E3-ubiquitin ligase; regulates by interacting with and preventing neddyation of the cullin subunit_ Cdc53p; longevity determinant that is preferentially expressed in young cells; similar to mammalian Cand1"""
OG0004586	QNG12254.1 uncharacterized protein GWK60_A03377 [Nakaseomyces glabratus]	"YLR035C MLH2 SGDID_S000004025_ Chr XII from 214456-212369_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in mismatch repair and meiotic recombination; only certain frameshift intermediates are mismatch repair substrates; forms a complex with Mlh1p_ plays accessory role in stimulating activity of MLH1/PMS1 complex"""
OG0004587	QNG12282.1 uncharacterized protein GWK60_A04059 [Nakaseomyces glabratus]	"YLR190W MMR1 SGDID_S000004180_ Chr XII from 535214-536689_ Genome Release 64-5-1_ Verified ORF_ ""Phospholipid binding protein; interacts with mitochondria and with Myo2p_ functioning as an adaptor that recruits Myo2p and facilitates actin-based transport of mitochondria to the bud; mediates mitochondria anchorage at the bud tip; phosphorylated protein that localizes to the mitochondrial outer membrane; mRNA is targeted to the bud via the transport system involving She2p; member of the DSL1 family of tethering proteins"""
OG0004588	QNG12329.1 uncharacterized protein GWK60_B00407 [Nakaseomyces glabratus]	"YCL048W-A YCL048W-A SGDID_S000087203_ Chr III from 41488-41727_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery and vacuole; YCL048W-A has a paralog_ YDR524C-B_ that arose from the whole genome duplication"", YDR524C-B YDR524C-B SGDID_S000028739_ Chr IV from 1489798-1489598_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum; YDR524C-B has a paralog_ YCL048W-A_ that arose from the whole genome duplication"""
OG0004589	QNG12346.1 uncharacterized protein GWK60_B00781 [Nakaseomyces glabratus]	"YCL028W RNQ1 SGDID_S000000533_ Chr III from 70150-71367_ Genome Release 64-5-1_ Verified ORF_ ""[PIN_+_] prion_ named for [PSI+] INducibility; an infectious protein conformation that is generally an ordered protein aggregate"""
OG0004591	QNG12385.1 uncharacterized protein GWK60_B01705 [Nakaseomyces glabratus]	"YDR119W-A COX26 SGDID_S000113555_ Chr IV from 691014-691214_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of cytochrome C oxidase complex; stabilizes or regulates formation of respiratory chain supercomplexes composed of Complex III _ubiquinol-cytochrome c reductase_ and Complex IV _cytochrome c oxidase_"""
OG0004592	QNG12474.1 uncharacterized protein GWK60_B03707 [Nakaseomyces glabratus]	"YJR011C CAL4 SGDID_S000003772_ Chr X from 459426-458641_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Accessory component of the Ccr4-NOT complex; GFP-fusion protein expression is induced in response to the DNA-damaging agent MMS"""
OG0004593	QNG12559.1 uncharacterized protein GWK60_C00715 [Nakaseomyces glabratus]	"YLR224W UCC1 SGDID_S000004214_ Chr XII from 586464-587573_ Genome Release 64-5-1_ Verified ORF_ ""F-box protein and component of SCF ubiquitin ligase complexes; involved in ubiquitin-dependent protein catabolism; readily monoubiquitinated in vitro by SCF-Ubc4 complexes; SCF-Ucc1 regulates level of Cit2 citrate synthase protein to maintain citrate homeostasis_ acts as metabolic switch for glyoxylate cycle; UCC1 transcription is downregulated in cells grown on C2-compounds"""
OG0004594	QNG12654.1 uncharacterized protein GWK60_C02849 [Nakaseomyces glabratus]	"YLL042C ATG10 SGDID_S000003965_ Chr XII from 52590-52087_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Conserved E2-like conjugating enzyme; mediates formation of the Atg12p-Atg5p conjugate_ which is a critical step in autophagy"""
OG0004595	QNG12810.1 uncharacterized protein GWK60_D01265 [Nakaseomyces glabratus]	"YBR119W MUD1 SGDID_S000000323_ Chr II from 479338-479345_479435-480323_ Genome Release 64-5-1_ Verified ORF_ ""U1 snRNP A protein; homolog of human U1-A; involved in nuclear mRNA splicing"""
OG0004596	QNG13129.1 uncharacterized protein GWK60_E01837 [Nakaseomyces glabratus]	"YOL117W RRI2 SGDID_S000005477_ Chr XV from 97551-99488_ Genome Release 64-5-1_ Verified ORF_ ""Subunit of the COP9 signalosome _CSN_ complex; this complex cleaves the ubiquitin-like protein Nedd8 from SCF ubiquitin ligases; plays a role in the mating pheromone response"""
OG0004597	QNG13210.1 uncharacterized protein GWK60_E03729 [Nakaseomyces glabratus]	"YHL038C CBP2 SGDID_S000001030_ Chr VIII from 25509-23617_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Required for splicing of the group I intron bI5 of the COB pre-mRNA; nuclear-encoded mitochondrial protein that binds to the RNA to promote splicing; also involved in but not essential for splicing of the COB bI2 intron and the intron in the 21S rRNA gene"""
OG0004598	QNG13358.1 PEX15 [Nakaseomyces glabratus]	"YOL044W PEX15 SGDID_S000005404_ Chr XV from 247150-248301_ Genome Release 64-5-1_ Verified ORF_ ""Tail-anchored type II integral peroxisomal membrane protein; required for peroxisome biogenesis; cells lacking Pex15p mislocalize peroxisomal matrix proteins to cytosol; overexpression results in impaired peroxisome assembly"""
OG0004599	QNG13444.1 uncharacterized protein GWK60_F02761 [Nakaseomyces glabratus]	"YDR422C SIP1 SGDID_S000002830_ Chr IV from 1317773-1315326_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""One of three alternate beta-subunits of the Snf1p kinase complex; may confer substrate specificity; vacuolar protein containing KIS _Kinase-Interacting Sequence_ and ASC _Association with Snf1 kinase Complex_ domains involved in protein interactions"""
OG0004600	QNG13493.1 uncharacterized protein GWK60_F03861 [Nakaseomyces glabratus]	"YBL031W SHE1 SGDID_S000000127_ Chr II from 161699-162715_ Genome Release 64-5-1_ Verified ORF_ ""Mitotic spindle protein; interacts with components of the Dam1 _DASH_ complex_ its effector Sli15p_ and microtubule-associated protein Bim1p; also localizes to nuclear microtubules and to the bud neck in a ring-shaped structure; inhibits dynein function"""
OG0004601	QNG13664.1 uncharacterized protein GWK60_F07755 [Nakaseomyces glabratus]	"YGR250C RIE1 SGDID_S000003482_ Chr VII from 993521-991176_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""RNA binding protein and negative regulator of START; binds mRNA of the G1 cyclin CLN3 to stress granules for translational repression under conditions of stress; recruits the cyclin-dependent protein kinase Cdc28p to stress granules when stressful conditions are relieved_ resulting in the dissolution of the granules_ and resumption of translation; localizes to stress granules induced by glucose deprivation; protein abundance increases in response to DNA replication stress"""
OG0004602	QNG13825.1 uncharacterized protein GWK60_G02717 [Nakaseomyces glabratus]	"YPL186C UIP4 SGDID_S000006107_ Chr XVI from 195426-194512_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein required for nuclear envelope integrity; involved in distribution of nuclear pore complexes; interacts with Ulp1p_ a Ubl _ubiquitin-like protein_-specific protease for Smt3p protein conjugates; detected in a phosphorylated state in the mitochondrial outer membrane; also detected in ER and nuclear envelope"""
OG0004603	QNG13894.1 uncharacterized protein GWK60_G04345 [Nakaseomyces glabratus]	"YDR488C PAC11 SGDID_S000002896_ Chr IV from 1430789-1429188_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Dynein intermediate chain_ microtubule motor protein; required for intracellular transport and cell division; acts in cytoplasmic dynein pathway; forms complex with dynein light chain Dyn2p that promotes Dyn1p homodimerization and potentiates motor processivity; Dyn2p-Pac11p complex is also important for interaction of dynein motor complex with dynactin complex; forms cortical cytoplasmic microtubule capture site with Num1p; essential in the absence of CIN8"""
OG0004604	QNG13933.1 HO [Nakaseomyces glabratus]	"YDL227C HO SGDID_S000002386_ Chr IV from 48031-46271_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Site-specific endonuclease; required for gene conversion at the MAT locus _homothallic switching_ through the generation of a ds DNA break; expression restricted to mother cells in late G1 as controlled by Swi4p-Swi6p_ Swi5p_ and Ash1p"""
OG0004605	QNG14109.1 uncharacterized protein GWK60_G09251 [Nakaseomyces glabratus]	"YOR189W IES4 SGDID_S000005715_ Chr XV from 689624-689974_ Genome Release 64-5-1_ Verified ORF_ ""Component of the INO80 chromatiin remodeling complex; target of the Mec1p/Tel1p DNA damage signaling pathway; proposed to link chromatin remodeling to replication checkpoint responses"""
OG0004606	QNG14207.1 uncharacterized protein GWK60_H01485 [Nakaseomyces glabratus]	"YDR520C URC2 SGDID_S000002928_ Chr IV from 1483403-1481085_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative Zn_II_2Cys6 motif containing transcription factor; non-essential gene identified in a screen for mutants with increased levels of rDNA transcription; similar to S. kluyveri Urc2p involved in uracil catabolism"""
OG0004607	QNG14240.1 uncharacterized protein GWK60_H02299 [Nakaseomyces glabratus]	"YMR255W GFD1 SGDID_S000004868_ Chr XIII from 778001-778567_ Genome Release 64-5-1_ Verified ORF_ ""Coiled-coiled protein of unknown function; identified as a high-copy suppressor of a dbp5 mutation; protein abundance increases in response to DNA replication stress"""
OG0004608	QNG14256.1 uncharacterized protein GWK60_H02695 [Nakaseomyces glabratus]	"YJL070C YJL070C SGDID_S000003606_ Chr X from 310637-307971_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Putative metallo-dependent hydrolase superfamily protein; similar to AMP deaminases but lacks key catalytic residues and does not rescue purine nucleotide metabolic defect of quadruple aah1 ade8 amd1 his1 mutant; may regulate purine nucleotide homeostasis as overexpression in an AMD1 strain grown in adenine results in greatly reduced GDP and GTP intracellular levels; not an essential gene; YJL070C has a paralog_ YBR284W_ that arose from the whole genome duplication"""
OG0004609	QNG14365.1 uncharacterized protein GWK60_H05159 [Nakaseomyces glabratus]	"YPL068C YPL068C SGDID_S000005989_ Chr XVI from 425096-424215_ Genome Release 64-5-1_ reverse complement_ Uncharacterized ORF_ ""Protein of unknown function; green fluorescent protein _GFP_-fusion protein localizes to the nucleus and is induced in response to the DNA-damaging agent MMS"""
OG0004610	QNG14388.1 uncharacterized protein GWK60_H05687 [Nakaseomyces glabratus]	"YPL096C-A ERI1 SGDID_S000028423_ Chr XVI from 366735-366529_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Endoplasmic reticulum membrane protein that binds and inhibits Ras2p; binds to and inhibits GTP-bound Ras2p at the endoplasmic reticulum _ER_; component of the GPI-GnT complex which catalyzes the first step in GPI-anchor biosynthesis; probable homolog of mammalian PIG-Y protein"""
OG0004611	QNG14467.1 uncharacterized protein GWK60_H07447 [Nakaseomyces glabratus]	"YBR157C ICS2 SGDID_S000000361_ Chr II from 554310-553543_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein of unknown function; null mutation does not confer any obvious defects in growth_ spore germination_ viability_ or carbohydrate utilization"""
OG0004612	QNG14575.1 uncharacterized protein GWK60_H09911 [Nakaseomyces glabratus]	"YBR047W FMP23 SGDID_S000000251_ Chr II from 331833-332360_ Genome Release 64-5-1_ Uncharacterized ORF_ ""Putative protein of unknown function; proposed to be involved in iron or copper homeostasis; the authentic_ non-tagged protein is detected in highly purified mitochondria in high-throughput studies"""
OG0004613	QNG14627.1 APQ12 [Nakaseomyces glabratus]	"YIL040W APQ12 SGDID_S000001302_ Chr IX from 277723-278139_ Genome Release 64-5-1_ Verified ORF_ ""Nuclear envelope/ER integral membrane protein; interacts and functions with Brr6p and Brl1p in lipid homeostasis; mutants are defective in nuclear pore complex biogenesis_ nuclear envelope morphology_ mRNA export from the nucleus and are sensitive to sterol biosynthesis inhibitors and membrane fluidizing agents; exhibits synthetic lethal genetic interactions with genes involved in lipid metabolism"""
OG0004614	QNG14731.1 uncharacterized protein GWK60_I02915 [Nakaseomyces glabratus]	"YOL104C NDJ1 SGDID_S000005464_ Chr XV from 117454-116396_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein that regulates meiotic SPB cohesion and telomere clustering; localizes to both spindle pole bodies _SPBs_ and telomeres; required for bouquet formation_ effective homolog pairing_ ordered cross-over distribution_ sister chromatid cohesion at meiotic telomeres_ chromosomal segregation and telomere-led rapid prophase movement"""
OG0004616	QNG15122.1 uncharacterized protein GWK60_J05665 [Nakaseomyces glabratus]	"YNL159C ASI2 SGDID_S000005103_ Chr XIV from 339347-338478_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Subunit of the inner nuclear membrane Asi ubiquitin ligase complex; the Asi complex targets both misfolded proteins of the inner nuclear membrane-associated degradation _INMAD_ pathway and inner for ubiquitin-mediated degradation; acts with Asi1p and Asi3p to ensure the fidelity of SPS-sensor signaling by targeting latent unprocessed forms of Stp1p and Stp2p_ maintaining the repressed state of gene expression in the absence of inducing amino acids"""
OG0004617	QNG15157.1 uncharacterized protein GWK60_J06457 [Nakaseomyces glabratus]	"YML107C PML39 SGDID_S000004575_ Chr XIII from 56269-55265_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein required for nuclear retention of unspliced pre-mRNAs; required along with Mlp1p and Pml1p; anchored to the nuclear pore complex through an interaction between its bimodular nuclear basket-interaction domain _NuBaID_ and Mlp1p and Mlp2p; localizes to the nuclear basket enables linkage between subpopulations of Mlp1p; associates with the subset of nuclear pores farthest from the nucleolus; homologous to human ZC3HC1_ a NuBaID containing protein"""
OG0004618	QNG15241.1 uncharacterized protein GWK60_J08327 [Nakaseomyces glabratus]	"YDR506C GMC1 SGDID_S000002914_ Chr IV from 1461554-1459728_ Genome Release 64-5-1_ reverse complement_ Verified ORF_ ""Protein involved in meiotic progression; mutants are delayed in meiotic nuclear division and are defective in synaptonemal complex assembly; possible membrane-localized protein; SWAT-GFP and mCherry fusion proteins localize to the endoplasmic reticulum and vacuole respectively"""
OG0004619	QNG15332.1 uncharacterized protein GWK60_J10373 [Nakaseomyces glabratus]	"YDR439W LRS4 SGDID_S000002847_ Chr IV from 1339676-1340719_ Genome Release 64-5-1_ Verified ORF_ ""Nucleolar protein that forms a complex with Csm1p; and then Mam1p at kinetochores during meiosis I to mediate accurate homolog segregation; required for condensin recruitment to the replication fork barrier site and rDNA repeat segregation"""
OG0004620	QNG15370.1 uncharacterized protein GWK60_J11209 [Nakaseomyces glabratus]	"YNL188W KAR1 SGDID_S000005132_ Chr XIV from 286308-287609_ Genome Release 64-5-1_ Verified ORF_ ""Protein involved in karyogamy and spindle pole body duplication; involved in karyogamy during mating; involved in centrosome separation and duplication during mitosis; localizes to the half-bridge of the spindle pole body; interacts with Spc72p during karyogamy; also interacts with Cdc31p; essential gene"""
OG0004621	QNG15439.1 uncharacterized protein GWK60_K01001 [Nakaseomyces glabratus]	"YGR079W YGR079W SGDID_S000003311_ Chr VII from 640720-641832_ Genome Release 64-5-1_ Verified ORF_ ""Protein of unknown function; YGR079W is not an essential gene"""
