TXNAME	GENEID
rna-NM_001181414.1	ZUO1
rna-NM_001181415.1	BIO2
rna-NM_001181416.3	IMA1
rna-NM_001181418.3	MAL11
rna-NM_001181424.1	COS6
rna-NM_001179128.1	COS8
rna-NM_001416099.1	PXP3
rna-NM_001179124.1	DFP4
rna-NM_001179123.1	ECM34
rna-NM_001179122.1	YHL042W
rna-NM_001348807.1	YHL041W
rna-NM_001179119.1	EFM1
rna-NM_001179116.1	MUP3
rna-NM_001179110.1	ECM29
rna-NM_001179108.1	WSC4
rna-NM_001179107.1	RIM101
rna-NM_001179105.1	SNF6
rna-NM_001179104.1	RIM4
rna-NM_001179098.1	MCO14
rna-NM_001179097.1	YHL017W
rna-NM_001184649.1	YHL015W-A
rna-NM_001179095.1	RPS20
rna-NM_001179092.1	YHL012W
rna-NM_001184403.1	YHL009W-A
rna-NM_001184404.2	YHL009W-B
rna-NM_001179084.1	MRP4
rna-NM_001179082.1	HSE1
rna-NM_001179081.1	RPL14B
rna-NM_001179131.1	OSH7
rna-NM_001181426.1	QCR10
rna-NM_001179132.1	LEU5
rna-NM_001179136.1	STP2
rna-NM_001179140.1	RPL27A
rna-NM_001179141.1	DIA4
rna-NM_001179142.1	VPS29
rna-NM_001179144.1	SPO13
rna-NM_001179145.1	MIP6
rna-NM_001179147.1	YSC83
rna-NM_001179150.1	YHR020W
rna-NM_001181428.1	ECM12
rna-NM_001179153.1	MYO1
rna-NM_001179155.1	THR1
rna-NM_001179156.1	VMA16
rna-NM_001179162.1	ERC1
rna-NM_001179163.1	YHR033W
rna-NM_001179165.1	NEL1
rna-NM_001179166.1	BRL1
rna-NM_001179167.1	PUT2
rna-NM_001179168.1	RRF1
rna-NM_001179170.1	BCD1
rna-NM_001179172.1	NCP1
rna-NM_001179175.1	DDE1
rna-NM_001179178.1	YHK8
rna-NM_001179179.1	FSH1
rna-NM_001179180.1	SMF2
rna-NM_001184652.1	YHR050W-A
rna-NM_001179181.1	COX6
rna-NM_001179182.1	CIC1
rna-NR_132186.1	RUF5-1
rna-NR_132187.1	RUF5-2
rna-NM_001179189.1	FYV4
rna-NM_001179190.1	VMA22
rna-NM_001179196.1	SSF1
rna-NM_001179197.1	HTD2
rna-NM_001179198.1	DYS1
rna-NM_001179200.1	TRM5
rna-NM_001179201.1	PCL5
rna-NM_001179202.2	ERG7
rna-NM_001184438.1	NOP10
rna-NM_001179203.1	OSH3
rna-NM_001179204.1	QNS1
rna-NM_001179206.1	PTC7
rna-NM_001179208.1	YHR078W
rna-NM_001179211.1	LRP1
rna-NM_001179213.1	SAM35
rna-NM_001179214.1	STE12
rna-NM_001179215.1	IPI1
rna-NM_001179216.1	NAM8
rna-NM_001184553.1	YHR086W-A
rna-NM_001179217.1	RTC3
rna-NM_001179218.1	RPF1
rna-NM_001348818.1	AHT1
rna-NM_001179229.1	TRA1
rna-NM_001179232.1	KIC1
rna-NM_001179233.1	SBE22
rna-NM_001179234.1	GRE3
rna-NM_001179235.1	YPT35
rna-NM_001179236.1	TRR2
rna-NM_001179238.1	GGA2
rna-NM_001179239.1	CTM1
rna-NM_001179240.1	ERP5
rna-NM_001179241.1	UBA4
rna-NM_001179243.1	APE4
rna-NM_001179244.1	BZZ1
rna-NM_001179246.1	COX23
rna-NM_001179247.1	TOM71
rna-NM_001179249.1	SET1
rna-NM_001179250.1	MSH1
rna-NM_001179251.1	LSM12
rna-NM_001179252.1	CIA2
rna-NM_001179253.1	EPT1
rna-NM_001179254.1	NDT80
rna-NM_001348824.1	YHR125W
rna-NM_001179257.1	YHR127W
rna-NM_001179258.1	FUR1
rna-NM_001184441.1	IGO2
rna-NM_001179264.1	WSS1
rna-NM_001179267.1	ARO9
rna-NR_172476.1	SUT169
rna-NM_001179270.1	YHR140W
rna-NR_132188.1	SNR32
rna-NM_001179272.1	CHS7
rna-NM_001179274.1	DSE2
rna-NM_001179273.1	RPC10
rna-NM_001179277.1	CRP1
rna-NM_001179279.1	IMP3
rna-NM_001179281.1	PEX28
rna-NM_001179283.1	SPO12
rna-NM_001179285.1	RTT107
rna-NM_001179286.1	LAM1
rna-NR_132189.1	SNR71
rna-NM_001179288.1	REC104
rna-NM_001179290.1	TDA11
rna-NM_001179293.1	MPC2
rna-NM_001179294.1	SOL3
rna-NM_001179298.1	THP2
rna-NM_001179299.2	MTG2
rna-NM_001179300.1	DBP8
rna-NM_001179301.1	NMD3
rna-NM_001179302.1	ATG7
rna-NM_001179303.1	SPC97
rna-NM_001179305.1	ENO2
rna-NM_001179306.3	CTR2
rna-NM_001184554.1	YHR175W-A
rna-NM_001179307.3	FMO1
rna-NM_001179308.1	ROF1
rna-NM_001179309.3	STB5
rna-NM_001179310.1	OYE2
rna-NM_001348842.1	YHR180W
rna-NM_001179312.3	SVP26
rna-NM_001179313.1	RGD3
rna-NM_001179314.3	GND1
rna-NM_001179315.1	SSP1
rna-NM_001179318.3	IKI1
rna-NM_001179320.3	PTH1
rna-NM_001179321.1	ERG9
rna-NM_001179323.1	LNP1
rna-NM_001179325.1	MDM31
rna-NM_001179326.3	NVJ1
rna-NM_001179327.1	UTP9
rna-NM_001179328.4	RIX1
rna-NM_001179331.3	RPN10
rna-NM_001179333.3	SMN1
rna-NM_001179335.3	MNL1
rna-NM_001179336.1	SCH9
rna-NM_001179337.3	SKN7
rna-NM_001179339.3	BAT1
rna-NM_001179340.1	CRG1
rna-NM_001179342.1	FLO5
rna-NM_001184598.3	YHR212W-A
rna-NM_001179344.1	YHR213W
rna-NM_001184599.3	YHR213W-A
rna-NM_001184600.1	YHR213W-B
rna-NM_001179345.3	YHR214W
rna-NM_001179346.1	PHO12
rna-NM_001179347.3	IMD2
rna-NM_001179349.1	YHR218W
rna-NM_001179350.3	YHR219W
rna-NM_001179130.1	YHL050C
rna-NM_001179129.1	YHL049C
rna-NM_001184650.1	YHL048C-A
rna-NM_001179127.2	ARN2
rna-NM_001179126.1	PAU13
rna-NM_001179120.1	ARN1
rna-NM_001179118.1	CBP2
rna-NM_001348812.1	YHL037C
rna-NM_001179115.1	VMR1
rna-NM_001179114.1	SBP1
rna-NM_001179113.1	RPL8A
rna-NM_001179112.1	GUT1
rna-NM_001179111.1	GOS1
rna-NM_001179109.1	OCA5
rna-NM_001179106.1	YHL026C
rna-NM_001179103.1	NPR3
rna-NM_001179102.1	SPO11
rna-NM_001179101.1	AIM17
rna-NM_001179100.1	OPI1
rna-NM_001179099.1	APM2
rna-NM_001179096.1	DUR3
rna-NM_001179094.1	YLF2
rna-NM_001179093.1	OTU2
rna-NM_001179091.1	PRS3
rna-NM_001179090.1	ETP1
rna-NM_001179089.1	YAP3
rna-NM_001179088.1	YHL008C
rna-NM_001179087.1	STE20
rna-NM_001179086.1	SHU1
rna-NM_001348872.1	YHL005C
rna-NM_001179083.1	LAG1
rna-NM_001179133.1	TCD1
rna-NM_001179134.1	NEM1
rna-NM_001179135.1	GPA1
rna-NM_001181427.1	TIM10
rna-NM_001179137.1	ERG11
rna-NM_001184651.1	YHR007C-A
rna-NM_001179138.1	SOD2
rna-NM_001179139.1	TDA3
rna-NM_001179143.1	ARD1
rna-NM_001179146.1	YSC84
rna-NM_001179148.1	ARG4
rna-NM_001179149.1	DED81
rna-NM_001179151.1	RPS27B
rna-NM_001179152.1	YHR022C
rna-NM_001184597.1	YHR022C-A
rna-NM_001179154.1	MAS2
rna-NM_001179157.1	RPN1
rna-NM_001179158.1	DAP2
rna-NM_001179159.1	YHI9
rna-NM_001179160.1	SLT2
rna-NM_001179161.1	RRM3
rna-NM_001179164.1	PIH1
rna-NM_001179169.1	MSC7
rna-NM_001180027.1	VMA10
rna-NM_001179171.1	SRB2
rna-NM_001179173.1	DOG2
rna-NM_001179174.1	DOG1
rna-NM_001179176.1	INM1
rna-NM_001179177.1	AAP1
rna-NM_001395031.1	YHR052C-B
rna-NM_001179185.1	CUP1-1
rna-NM_001179184.1	YHR054C
rna-NM_001395032.1	YHR054C-B
rna-NM_001179183.1	CUP1-2
rna-NM_001179186.2	RSC30
rna-NM_001179187.1	CPR2
rna-NM_001179188.1	MED6
rna-NM_001179191.1	GIC1
rna-NM_001179192.1	RPP1
rna-NM_001179193.1	PAN5
rna-NM_001179194.1	SSZ1
rna-NM_001179195.1	RRP3
rna-NM_001179199.1	RRP4
rna-NM_001179205.1	PPE1
rna-NM_001179207.1	NMD2
rna-NM_001179209.1	IRE1
rna-NM_001180026.1	SAE3
rna-NM_001179210.1	LAM4
rna-NM_001179212.1	KSP1
rna-NM_001179219.1	GAR1
rna-NM_001179220.1	YNG2
rna-NM_001179221.1	MSR1
rna-NM_001179222.2	HXT4
rna-NM_001179224.1	HXT1
rna-NM_001179226.1	HXT5
rna-NM_001179227.1	PAL2
rna-NM_001179228.1	SFB3
rna-NM_001179230.1	GEP4
rna-NM_001179231.1	BIG1
rna-NM_001179237.1	CDC12
rna-NM_001179242.1	YHR112C
rna-NM_001179245.1	DMA1
rna-NM_001179248.1	ORC6
rna-NM_001179256.1	ANS1
rna-NM_001179259.1	ARP1
rna-NM_001348825.1	YHR130C
rna-NM_001179261.1	YHR131C
rna-NM_001179262.1	ECM14
rna-NM_001179263.1	NSG1
rna-NM_001179265.1	YCK1
rna-NM_001179266.1	SPL2
rna-NM_001179268.1	YHR138C
rna-NM_001179269.1	SPS100
rna-NM_001348830.1	YHR139C-A
rna-NM_001179271.1	RPL42B
rna-NM_001179275.1	DCD1
rna-NM_001179278.1	MRPL6
rna-NM_001179280.1	SKG6
rna-NM_001179282.1	MTC6
rna-NM_001179284.1	SPO16
rna-NM_001179287.1	LIN1
rna-NM_001179289.1	KEL1
rna-NM_001179291.1	PEX18
rna-NM_001179292.1	YAP1801
rna-NM_001179295.1	DNA2
rna-NM_001179296.1	PRP8
rna-NM_001179297.1	CDC23
rna-NM_001270738.1	YHR173C
rna-NM_001179316.3	PFS1
rna-NM_001179317.1	KOG1
rna-NM_001179319.1	GPI16
rna-NM_001179322.3	CTF8
rna-NM_001179324.3	EGD2
rna-NM_001179329.1	AIM18
rna-NM_001179330.3	AIM46
rna-NM_001184671.1	NBL1
rna-NM_001179332.1	PPX1
rna-NM_001179334.1	RPS4B
rna-NM_001179338.1	SET5
rna-NM_001179341.3	YHR210C
rna-NM_001181431.2	YHR214C-B
rna-NM_001184437.3	YHR214C-C
rna-NM_001184601.1	YHR214C-D
rna-NM_001184602.3	YHR214C-E
rna-NM_001179519.1	VTH1
rna-NM_001179510.1	SUC2
rna-NM_001179509.1	SMU2
rna-NM_001179507.1	BNR1
rna-NM_001179506.3	AIM20
rna-NM_001184521.1	ATG44
rna-NM_001179504.1	UBP7
rna-NM_001179501.1	RRD1
rna-NM_001179500.1	VPR1
rna-NM_001179496.1	RPL40A
rna-NM_001179492.3	NDC80
rna-NM_001179490.1	CCT2
rna-NM_001179488.1	AXL2
rna-NM_001179484.1	OM45
rna-NR_132190.1	SNR68
rna-NM_001179482.3	FLX1
rna-NM_001179478.1	ASG1
rna-NM_001179476.1	MET18
rna-NM_001179474.1	STH1
rna-NM_001179473.1	KGD1
rna-NM_001179472.3	AYR1
rna-NM_001179471.2	SIM1
rna-NM_001179470.1	POG1
rna-NM_001179469.1	QDR2
rna-NM_001179468.1	QDR1
rna-NM_001179466.1	RHO3
rna-NM_001179464.1	HIS5
rna-NM_001179461.1	SDP1
rna-NM_001179460.1	HOS4
rna-NM_001179459.1	COX5B
rna-NM_001179458.1	HPM1
rna-NM_001179456.1	YIL108W
rna-NM_001179454.1	MOB1
rna-NM_001270750.1	YIL105W-A
rna-NM_001179451.1	DPH1
rna-NM_001179447.3	SGA1
rna-NM_001179445.1	FYV10
rna-NM_001179443.1	PRK1
rna-NM_001179440.3	YIL092W
rna-NM_001179438.1	ICE2
rna-NM_001179437.1	YIL089W
rna-NM_001181434.4	YIL082W-A
rna-NM_001179428.3	THS1
rna-NM_001179426.1	SEC28
rna-NM_001179422.3	HOP1
rna-NM_001179414.2	EFM4
rna-NM_001179410.3	YIL060W
rna-NM_001179406.1	VHR1
rna-NM_001270751.1	YIL054W
rna-NM_001179403.1	GPP1
rna-NM_001179400.3	PCL7
rna-NM_001179399.1	DFG10
rna-NM_001179398.1	NEO1
rna-NM_001184654.1	YIL046W-A
rna-NM_001179396.1	MET30
rna-NM_001179395.3	PIG2
rna-NM_001179391.3	GVP36
rna-NM_001179390.1	APQ12
rna-NM_001179389.1	TED1
rna-NM_001179386.1	CST6
rna-NM_001179381.1	ULP2
rna-NM_001179372.1	TIM44
rna-NM_001179371.3	RPB3
rna-NM_001179369.1	FAF1
rna-NM_001179368.1	RPL2B
rna-NM_001179366.1	SNL1
rna-NM_001179365.1	BAR1
rna-NM_001179364.3	MNT3
rna-NM_001348845.1	YIL012W
rna-NM_001179361.1	TIR3
rna-NM_001179360.3	DOT5
rna-NM_001179359.1	FAA3
rna-NM_001179358.3	URM1
rna-NM_001179356.1	YIA6
rna-NM_001179355.1	EPS1
rna-NM_001179353.1	CFD1
rna-NM_001184653.1	CMI7
rna-NM_001179351.3	YIL001W
rna-NM_001179525.3	AIM21
rna-NM_001179526.1	DJP1
rna-NM_001179527.1	IST3
rna-NM_001179529.3	EGH1
rna-NM_001179531.1	MSL1
rna-NM_001179532.3	DSN1
rna-NM_001179534.1	SQT1
rna-NM_001179536.3	VLD1
rna-NM_001179537.1	RPR2
rna-NM_001179538.1	YIR016W
rna-NM_001179540.1	YAP5
rna-NR_132192.1	PWR1
rna-NM_001179543.3	MRS1
rna-NM_001184656.1	YIR021W-A
rna-NM_001179544.1	SEC11
rna-NM_001179545.3	DAL81
rna-NM_001179547.1	MND2
rna-NM_001179550.3	DAL4
rna-NM_001179551.1	DAL2
rna-NM_001179555.1	MGA2
rna-NM_001179559.1	HYR1
rna-NM_001179563.1	PAU15
rna-NM_001179522.1	YIL177C
rna-NM_001179521.1	PAU14
rna-NM_001179518.1	IMA3
rna-NM_001179517.1	CSS1
rna-NM_001179514.1	SOA1
rna-NM_001179513.1	YIL165C
rna-NM_001179512.1	NIT1
rna-NM_001270749.1	YIL163C
rna-NM_001179508.1	POT1
rna-NM_001179505.1	COA1
rna-NM_001179503.1	GUT2
rna-NM_001179502.3	IMP21
rna-NM_001179499.1	ESL1
rna-NM_001179498.1	MCM10
rna-NM_001179497.3	MLP2
rna-NM_001179495.1	SLN1
rna-NM_001179494.1	ATG32
rna-NM_001179493.1	PAN6
rna-NM_001179491.1	SSL2
rna-NM_001179487.1	REV7
rna-NM_001179486.3	TPM2
rna-NM_001179485.1	TMA108
rna-NM_001179483.1	VHS2
rna-NM_001184555.1	YIL134C-A
rna-NM_001179481.1	RPL16A
rna-NM_001179480.1	CSM2
rna-NM_001179479.1	FKH1
rna-NM_001179477.3	TAO3
rna-NM_001179475.1	RRT14
rna-NM_001179467.3	RPI1
rna-NM_001179465.1	PRM5
rna-NM_001179463.1	NUP159
rna-NM_001179462.3	POR2
rna-NM_001179457.3	SEC24
rna-NM_001179455.1	PFK26
rna-NM_001179453.1	SLM1
rna-NM_001179452.3	SHQ1
rna-NM_001184686.1	YIL102C-A
rna-NM_001179450.1	YIL102C
rna-NM_001179449.1	XBP1
rna-NM_001179446.3	FMC1
rna-NM_001179444.1	BMT5
rna-NM_001179442.1	LYS12
rna-NM_001179441.3	RSM25
rna-NM_001179439.1	UTP25
rna-NM_001179436.1	AVT7
rna-NM_001179435.3	AIM19
rna-NM_001348844.1	YIL086C
rna-NM_001179433.3	KTR7
rna-NM_001179432.1	SDS3
rna-NM_001179431.2	CAB2
rna-NM_001179429.1	AIR1
rna-NM_001179427.3	RCI37
rna-NM_001179425.1	RPN2
rna-NM_001179424.1	SER33
rna-NM_001179423.1	SPO22
rna-NM_001179421.3	PCI8
rna-NM_001179420.1	MAM33
rna-NM_001179419.1	RPS24B
rna-NM_001179418.1	SEC6
rna-NM_001179417.1	YIL067C
rna-NM_001179416.3	RNR3
rna-NM_001179415.3	FIS1
rna-NM_001179413.1	YRB2
rna-NM_001179412.1	ARC15
rna-NM_001179411.1	SNP1
rna-NM_001431140.1	YIL059C
rna-NM_001179407.3	RGI2
rna-NM_001179405.1	YIL055C
rna-NM_001179402.1	RPL34B
rna-NM_001179401.3	MMF1
rna-NM_001179397.3	SYG1
rna-NM_001179394.3	AGE2
rna-NM_001179393.1	CBR1
rna-NM_001179392.1	PKP1
rna-NM_001179388.3	NOT3
rna-NM_001179387.3	PRM2
rna-NM_001179385.1	CKA1
rna-NM_001179384.3	CAP2
rna-NM_001179383.1	BCY1
rna-NM_001179380.3	SSM4
rna-NM_001179379.3	EMA17
rna-NM_001179377.1	EMC5
rna-NM_001179376.1	IRR1
rna-NM_001179374.3	ATG45
rna-NM_001179373.1	YKE4
rna-NM_001179370.3	HIS6
rna-NM_001179367.3	VID28
rna-NM_001181433.3	YIL014C-A
rna-NM_001179363.1	PDR11
rna-NM_001184306.2	EST3
rna-NM_001179357.3	NAS2
rna-NM_001179354.3	BET1
rna-NM_001179352.3	INP51
rna-NM_001179523.1	SGN1
rna-NM_001179524.1	MPH1
rna-NM_001179528.3	PAN1
rna-NM_001179530.1	PRI1
rna-NM_001179533.1	STS1
rna-NM_001179535.3	GAT4
rna-NM_001179539.3	MET28
rna-NM_001184655.1	YIR018C-A
rna-NM_001179541.3	FLO11
rna-NR_132191.1	ICR1
rna-NM_001270752.1	YIR020C
rna-NM_001179546.1	INA22
rna-NM_001179548.3	YVH1
rna-NM_001179549.3	DAL1
rna-NM_001179552.1	DCG1
rna-NM_001179553.3	DAL7
rna-NM_001179554.1	DAL3
rna-NM_001179556.3	LYS1
rna-NM_001179557.3	NRE1
rna-NM_001179558.3	IRC24
rna-NM_001179560.1	GTT1
rna-NM_001179561.3	YPS6
rna-NM_001179564.1	YIR042C
rna-NM_001181655.1	VTH2
rna-NM_001181652.1	HXT9
rna-NM_001181651.1	YJL218W
rna-NM_001181650.1	REE1
rna-NM_001181647.1	HXT8
rna-NM_001181646.1	YJL213W
rna-NM_001181643.1	PEX2
rna-NM_001181642.1	CBP1
rna-NM_001181636.1	PRP21
rna-NM_001181634.1	ECM25
rna-NM_001181631.1	PHO90
rna-NM_001181630.1	UBP12
rna-NM_001181627.1	CDC6
rna-NM_001181626.1	YJL193W
rna-NM_001181624.1	RPS14B
rna-NM_001181622.1	RPL39
rna-NM_001181619.2	MNN5
rna-NM_001181617.1	GON7
rna-NM_001181616.2	MNN11
rna-NM_001181614.1	RBH1
rna-NM_001181612.2	PFD1
rna-NM_001181610.1	RPL17B
rna-NM_001181607.1	KRE9
rna-NM_001181605.1	CPS1
rna-NM_001181600.1	ERG20
rna-NM_001181599.1	QCR8
rna-NM_001181594.1	FMP33
rna-NM_001181592.1	HSP150
rna-NM_001181582.1	DAS1
rna-NM_001181581.1	RPA34
rna-NM_001181579.1	IDS2
rna-NM_001181578.1	SFH5
rna-NM_001181577.1	ROQ1
rna-NM_001181576.1	TIM17
rna-NM_001181573.1	RPB4
rna-NM_001184637.1	YJL136W-A
rna-NM_001181567.1	LCB3
rna-NM_001181566.1	MRS3
rna-NM_001181565.1	YJL132W
rna-NM_001181559.1	NIT2
rna-NM_001181555.1	ALB1
rna-NM_001181551.1	YJL118W
rna-NM_001181550.1	PHO86
rna-NM_001181548.1	ASF1
rna-NM_001181547.2	YJL114W
rna-NM_001181546.3	YJL113W
rna-NM_001181545.2	MDV1
rna-NM_001181544.1	CCT7
rna-NM_001181539.1	IME2
rna-NM_001181538.1	SET4
rna-NM_001181537.1	PAM16
rna-NM_001181535.1	MEF2
rna-NM_001181533.1	LSB6
rna-NM_001181532.1	CHS6
rna-NM_001181531.1	SAP185
rna-NM_001181530.1	PHS1
rna-NM_001181529.1	MRPL49
rna-NM_001181528.1	BCK1
rna-NM_001181525.1	SRS2
rna-NM_001181522.1	SIP4
rna-NM_001181521.1	ARG3
rna-NM_001181518.1	EXO70
rna-NM_001181516.1	TAX4
rna-NM_001181515.1	IML2
rna-NM_001184603.1	YJL077W-B
rna-NM_001270753.1	YJL077W-A
rna-NM_001181509.1	NET1
rna-NM_001181506.3	JEM1
rna-NM_001181504.1	ARG2
rna-NM_001184477.3	COA3
rna-NM_001181495.1	LAS21
rna-NM_001181494.1	NUP82
rna-NM_001181493.3	BNA3
rna-NM_001181492.1	YHC3
rna-NM_001181488.1	LOG1
rna-NM_001181487.3	TIM54
rna-NM_001181486.1	PEP8
rna-NM_001181485.3	TDH1
rna-NM_001181484.1	IRC8
rna-NM_001181483.1	MTR4
rna-NM_001181482.3	CHM7
rna-NM_001181479.1	AIM22
rna-NM_001181478.1	SDH9
rna-NM_001181476.1	YJL043W
rna-NM_001181475.1	MHP1
rna-NM_001181474.3	NSP1
rna-NM_001181471.3	IRC18
rna-NM_001181470.1	SNX4
rna-NM_001181468.3	KAR2
rna-NM_001181467.1	HCA4
rna-NM_001181464.3	MAD2
rna-NM_001181462.1	YJL028W
rna-NM_001181460.1	RNR2
rna-NM_001181459.1	RRN7
rna-NM_001181453.3	MPS3
rna-NM_001181450.1	TPH3
rna-NM_001181448.1	CCT3
rna-NM_001181439.3	CYR1
rna-NM_001181437.1	COX16
rna-NM_001181435.1	PRE3
rna-NM_001181658.1	AVT1
rna-NM_001181659.3	MPP10
rna-NM_001181662.3	APL1
rna-NM_001181663.1	POL31
rna-NM_001181664.3	SUI2
rna-NM_001181665.1	MHO1
rna-NM_001181668.3	MET3
rna-NM_001181671.1	GPI14
rna-NM_001181672.1	TMA22
rna-NM_001181673.3	YJR015W
rna-NM_001181680.1	LSM8
rna-NM_001181684.3	YJR026W
rna-NM_001181685.2	YJR027W
rna-NM_001181686.1	YJR028W
rna-NM_001181687.2	YJR029W
rna-NM_001181690.1	CPR7
rna-NM_001181692.1	PET191
rna-NM_001181693.1	RAD26
rna-NM_001181697.1	MLO127
rna-NM_001181698.1	GEF1
rna-NM_001181700.1	NUP85
rna-NM_001181704.1	TAH11
rna-NM_001181706.1	CYC1
rna-NM_001181708.3	ISY1
rna-NM_001181709.1	OSM1
rna-NM_001181710.1	RAD7
rna-NM_001181711.3	BFA1
rna-NM_001181712.1	KCH1
rna-NM_001181713.1	HIT1
rna-NM_001181715.1	CDC8
rna-NM_001181717.3	PTK2
rna-NM_001181718.1	CBF1
rna-NM_001181719.1	MNN14
rna-NM_001181721.1	RPA12
rna-NM_001181722.1	CCT5
rna-NM_001181724.1	TOR1
rna-NM_001181726.3	RFC2
rna-NM_001181732.1	MOG1
rna-NM_001181733.3	HOC1
rna-NM_001181736.3	BNA2
rna-NM_001181737.1	YJR079W
rna-NM_001181741.1	YJR084W
rna-NM_001181743.1	STE18
rna-NM_001181746.3	BIR1
rna-NM_001181749.3	BUD4
rna-NM_001181752.3	RPL43B
rna-NM_001181753.1	SFC1
rna-NM_001181754.1	YJR096W
rna-NM_001181755.3	JJJ3
rna-NM_001181757.1	YUH1
rna-NM_001181759.1	RSM26
rna-NM_001181761.4	URA8
rna-NM_001181763.1	ADO1
rna-NM_001181764.4	ECM27
rna-NM_001181765.2	LIH1
rna-NM_001181766.1	ABM1
rna-NM_001181768.1	YMR1
rna-NM_001181770.3	NNF1
rna-NM_001184523.1	YJR112W-A
rna-NM_001181773.3	YJR115W
rna-NM_001181774.1	TDA4
rna-NM_001181775.1	STE24
rna-NM_001181778.1	DMO1
rna-NM_001181779.3	ATP2
rna-NM_001181780.1	IBA57
rna-NM_001181781.1	RPS5
rna-NM_001348848.1	YJR128W
rna-NR_132198.1	SNR3
rna-NM_001181789.3	MNS1
rna-NM_001181790.2	NMD5
rna-NM_001181791.1	XPT1
rna-NM_001184382.1	TIM8
rna-NM_001181796.2	IML1
rna-NM_001181799.1	IPA1
rna-NM_001181800.3	YJR142W
rna-NM_001181802.1	MGM101
rna-NM_001270754.1	YJR146W
rna-NM_001181805.1	HMS2
rna-NM_001181806.1	BAT2
rna-NM_001181807.4	YJR149W
rna-NM_001184556.1	YJR151W-A
rna-NM_001181810.3	DAL5
rna-NM_001181811.3	PGU1
rna-NM_001181812.1	YJR154W
rna-NM_001181813.1	AAD10
rna-NM_001181816.3	HXT16
rna-NM_001181817.1	SOR1
rna-NM_001181657.1	YJL225C
rna-NM_001181656.1	PAU1
rna-NM_001181654.1	IMA4
rna-NM_001181649.1	IMA5
rna-NM_001181645.1	OPT1
rna-NM_001181641.1	NUC1
rna-NM_001181640.1	LAA1
rna-NM_001181638.1	YJL206C
rna-NM_001181639.1	NCE101
rna-NM_001181637.1	RCY1
rna-NM_001181633.1	ACO2
rna-NM_001348846.1	MBB1
rna-NM_001181629.1	ELO1
rna-NM_001181625.1	SOP4
rna-NM_001181623.1	RPS22A
rna-NM_001181620.1	SWE1
rna-NM_001181618.1	ATG36
rna-NM_001181613.1	ATP12
rna-NM_001181611.1	ATG27
rna-NM_001181609.1	SWI3
rna-NM_001181606.1	RFA3
rna-NM_001181604.2	TOH1
rna-NM_001181603.1	ASG7
rna-NM_001181601.2	SET2
rna-NM_001181598.1	HAL5
rna-NM_001181597.2	TPK1
rna-NM_001181596.1	YJL163C
rna-NM_001181595.1	JJJ2
rna-NM_001181593.1	PIR5
rna-NM_001181591.1	CIS3
rna-NM_001181590.1	FAR1
rna-NM_001181589.1	SSY5
rna-NM_001181588.1	FBP26
rna-NM_001181587.1	VPS35
rna-NM_001181586.1	INO1
rna-NM_001181584.1	SNA3
rna-NR_132193.1	SNR128
rna-NR_132194.1	SNR190
rna-NM_001181580.1	SMT1
rna-NM_001395034.1	IRC9
rna-NM_001181574.1	YAK1
rna-NM_001181572.1	YUR1
rna-NM_001181571.1	TIF2
rna-NM_001181570.1	GLG2
rna-NM_001181569.1	RPS21B
rna-NM_001184636.1	DPI8
rna-NM_001181564.1	AIM23
rna-NM_001181563.2	URA2
rna-NM_001181562.1	TRK1
rna-NM_001181561.2	PBS2
rna-NM_001184532.1	MCO6
rna-NM_001181560.1	SPT10
rna-NM_001181558.1	GCD14
rna-NM_001181557.1	LSM1
rna-NM_001181556.1	MTC1
rna-NM_001181554.1	RPE1
rna-NM_001181549.1	NCA3
rna-NM_001181543.1	GZF3
rna-NM_001181542.1	UTP10
rna-NM_001181541.1	PRM10
rna-NM_001181540.1	YJL107C
rna-NR_132195.1	SNR37
rna-NM_001181536.1	GSM1
rna-NM_001181534.1	GSH1
rna-NM_001181527.1	KHA1
rna-NM_001181526.1	TOK1
rna-NM_001181524.1	GWT1
rna-NM_001181523.1	DPB11
rna-NM_001181520.1	TRL1
rna-NM_001181517.1	ALY2
rna-NM_001181514.1	ARP4
rna-NM_001181513.1	SCP160
rna-NM_001181512.1	PRY1
rna-NM_001181511.1	PRY3
rna-NM_001181510.1	ICS3
rna-NM_001395035.1	APQ13
rna-NM_001181507.1	SMC3
rna-NM_001181505.1	PSF2
rna-NM_001181503.3	YJL070C
rna-NM_001181502.1	UTP18
rna-NM_001181501.1	YJL068C
rna-NM_001181499.3	MPM1
rna-NM_001181498.1	DLS1
rna-NM_001181496.1	MRPL8
rna-NM_001181491.1	BIT61
rna-NM_001181490.3	IKS1
rna-NM_001181489.1	ZAP1
rna-NM_001184476.1	YJL052C-A
rna-NM_001181481.1	UBX6
rna-NM_001184635.1	YJL047C-A
rna-NR_132196.1	SNR60
rna-NM_001181480.3	RTT101
rna-NM_001181477.3	GYP6
rna-NM_001181473.1	NUP192
rna-NM_001181472.1	LOH1
rna-NM_001181469.1	TAD2
rna-NM_001181465.1	BET4
rna-NM_001181463.1	VPS53
rna-NM_001181461.3	YJL027C
rna-NM_001181458.3	APS3
rna-NM_001181457.1	PET130
rna-NM_001181454.1	BBC1
rna-NM_001181447.3	MAD3
rna-NM_001181446.1	VTC4
rna-NM_001181445.2	RPC17
rna-NM_001181444.3	NOP9
rna-NM_001181442.2	CCT8
